cat,name,ra,dec,size,bri
IC,4915,19h58m30s,-52d38m00s,1.4,2
IC,4916,19h58m18s,-50d16m00s,1.3,2
IC,4917,19h58m54s,-52d16m00s,1.2,2
IC,4919,20h00m12s,-55d22m00s,1.6,2
IC,4923,20h01m00s,-52d38m00s,1.3,2
IC,4927,20h01m48s,-53d55m00s,1.3,2
IC,4929,20h06m42s,-71d41m00s,1.3,2
IC,4931,20h00m48s,-38d35m00s,2.6,2
IC,4933,20h03m30s,-54d59m00s,2.5,2
IC,4935,20h04m36s,-57d36m00s,1.5,2
IC,4936,20h05m54s,-61d26m00s,1.6,2
IC,4937,20h05m18s,-56d15m00s,2.0,2
IC,4938,20h06m12s,-60d13m00s,1.9,2
IC,4941,20h07m00s,-53d39m00s,1.2,2
IC,4942,20h06m48s,-52d37m00s,1.3,2
IC,4943,20h06m30s,-48d22m00s,2.2,2
IC,4944,20h07m06s,-54d27m00s,1.9,2
IC,4945,20h11m18s,-71d01m00s,1.0,2
IC,4947,20h07m30s,-53d08m00s,1.2,2
IC,4949,20h07m18s,-48d22m00s,3.0,2
IC,4950,20h08m24s,-56d10m00s,1.3,2
IC,4951,20h09m30s,-61d51m00s,2.8,2
IC,4952,20h08m36s,-55d27m00s,1.3,2
IC,4954,20h04m48s,+29d15m00s,25.0,2
IC,4956,20h11m30s,-45d36m00s,1.9,2
IC,4957,20h09m36s,-55d43m00s,1.0,2
IC,4960,20h15m24s,-70d32m00s,1.0,2
IC,4961,20h11m30s,-53d08m00s,1.4,2
IC,4963,20h12m06s,-55d15m00s,2.0,2
IC,4964,20h17m24s,-73d53m00s,1.3,2
IC,4965,20h12m30s,-56d50m00s,1.5,2
IC,4967,20h16m24s,-70d34m00s,0.6,2
IC,4969,20h12m54s,-53d55m00s,1.0,2
IC,4970,20h16m54s,-70d45m00s,0.8,1
IC,4972,20h17m42s,-70d55m00s,1.0,2
IC,4975,20h14m00s,-52d43m00s,1.3,2
IC,4979,20h14m42s,-53d28m00s,1.3,2
IC,4980,20h15m30s,-57d55m00s,1.6,2
IC,4981,20h19m42s,-70d51m00s,0.7,2
IC,4983,20h16m06s,-52d05m00s,1.1,2
IC,4986,20h17m12s,-55d02m00s,2.0,2
IC,4987,20h17m18s,-52d17m00s,1.4,2
IC,4991,20h18m24s,-41d03m00s,2.5,2
IC,4992,20h23m30s,-71d34m00s,2.0,2
IC,4994,20h19m42s,-53d27m00s,2.0,2
IC,4995,20h20m00s,-52d37m00s,1.7,2
IC,4996,20h16m30s,+37d38m00s,6.0,3
IC,4997,20h20m12s,+16d45m00s,0.1,2
IC,4998,20h22m12s,-38d18m00s,1.7,2
IC,4999,20h23m54s,-26d01m00s,1.9,2
IC,5000,20h22m24s,+06d26m00s,1.5,2
IC,5001,20h26m18s,-54d47m00s,1.3,2
IC,5002,20h26m42s,-54d48m00s,1.6,2
IC,5005,20h25m18s,-25d50m00s,2.3,2
IC,5006,20h23m42s,+06d27m00s,1.6,2
IC,5008,20h32m42s,-72d42m00s,1.2,2
IC,5011,20h28m36s,-36d02m00s,2.2,2
IC,5012,20h29m30s,-56d45m00s,1.4,2
IC,5013,20h28m36s,-36d02m00s,2.2,2
IC,5017,20h32m06s,-57d35m00s,1.3,2
IC,5018,20h22m12s,-38d18m00s,1.7,2
IC,5019,20h30m48s,-36d05m00s,2.0,2
IC,5022,20h41m06s,-76d27m00s,1.2,2
IC,5025,20h45m00s,-76d59m00s,1.3,2
IC,5026,20h48m30s,-78d04m00s,2.5,2
IC,5028,20h43m24s,-65d39m00s,1.4,2
IC,5034,20h43m42s,-57d02m00s,1.6,2
IC,5039,20h43m12s,-29d51m00s,2.5,1
IC,5041,20h43m36s,-29d42m00s,3.0,2
IC,5046,20h43m12s,-29d51m00s,1.9,2
IC,5047,20h43m36s,-29d42m00s,3.0,2
IC,5049,20h47m24s,-38d25m00s,1.2,2
IC,5050,20h45m18s,-05d39m00s,1.0,1
IC,5052,20h52m06s,-69d12m00s,5.8,2
IC,5053,20h53m36s,-71d08m00s,1.9,2
IC,5054,20h53m42s,-71d01m00s,1.8,2
IC,5063,20h52m00s,-57d05m00s,1.9,2
IC,5064,20h52m36s,-57d14m00s,1.6,2
IC,5065,20h51m48s,-29d51m00s,1.2,2
IC,5068,20h50m48s,+42d31m00s,80.0,2
IC,5070,20h50m48s,+44d21m00s,80.0,2
IC,5071,21h01m18s,-72d39m00s,3.5,2
IC,5073,21h03m18s,-72d41m00s,1.2,2
IC,5076,20h55m54s,+47d25m00s,9.0,2
IC,5078,21h02m36s,-16d49m00s,4.0,2
IC,5084,21h09m12s,-63d17m00s,1.6,2
IC,5086,21h08m30s,-29d46m00s,2.0,2
IC,5087,21h14m18s,-73d46m00s,1.4,2
IC,5088,21h09m24s,-22d53m00s,1.8,2
IC,5090,21h11m36s,-02d02m00s,1.1,1
IC,5092,21h16m12s,-64d28m00s,2.9,2
IC,5094,21h17m48s,-66d26m00s,1.4,2
IC,5096,21h18m24s,-63d46m00s,3.0,2
IC,5100,21h21m42s,-65d56m00s,1.7,2
IC,5101,21h21m54s,-65d50m00s,1.4,2
IC,5103,21h29m12s,-74d04m00s,1.4,2
IC,5104,21h21m30s,+21d14m00s,1.8,1
IC,5105,21h24m24s,-40d37m00s,2.5,2
IC,5106,21h28m36s,-70d50m00s,1.3,2
IC,5108,21h32m54s,-72d40m00s,1.4,2
IC,5111,21h28m12s,+02d29m00s,0.8,1
IC,5114,21h34m06s,-36d39m00s,2.0,2
IC,5117,21h32m30s,+44d35m00s,0.1,1
IC,5119,21h34m00s,+21d49m00s,1.0,1
IC,5120,21h38m48s,-64d21m00s,2.1,2
IC,5121,21h41m18s,-63d55m00s,1.7,2
IC,5123,21h44m48s,-72d25m00s,1.9,2
IC,5125,21h41m48s,-52d46m00s,1.4,2
IC,5130,21h50m24s,-74d00m00s,2.4,2
IC,5131,21h47m24s,-34d53m00s,1.6,1
IC,5135,21h48m18s,-34d57m00s,1.3,1
IC,5139,21h50m24s,-31d00m00s,2.2,2
IC,5140,21h54m18s,-67d20m00s,1.9,2
IC,5141,21h53m18s,-59d30m00s,1.8,2
IC,5142,21h55m18s,-65d31m00s,1.4,2
IC,5146,21h53m24s,+47d16m00s,12.0,3
IC,5147,21h59m24s,-65d27m00s,1.4,2
IC,5148,21h59m30s,-39d23m00s,2.0,2
IC,5152,22h02m54s,-51d17m00s,4.5,2
IC,5157,22h03m24s,-34d56m00s,2.1,2
IC,5158,22h06m24s,-67d31m00s,1.1,2
IC,5160,22h03m12s,+10d56m00s,1.1,1
IC,5165,22h10m06s,-64d35m00s,1.4,2
IC,5168,22h08m48s,-27d51m00s,1.3,2
IC,5169,22h10m12s,-36d05m00s,2.2,2
IC,5170,22h12m30s,-47d13m00s,1.8,2
IC,5171,22h10m54s,-46d05m00s,2.8,2
IC,5173,22h14m48s,-69d22m00s,1.6,2
IC,5174,22h12m42s,-38d10m00s,0.8,2
IC,5176,22h14m54s,-66d51m00s,4.7,2
IC,5177,22h11m36s,+11d48m00s,1.6,1
IC,5178,22h12m30s,-22d57m00s,1.4,2
IC,5179,22h16m06s,-36d50m00s,2.3,2
IC,5180,22h11m06s,+38d55m00s,1.1,1
IC,5181,22h13m24s,-46d02m00s,2.8,2
IC,5184,22h16m06s,-36d51m00s,2.6,2
IC,5186,22h18m48s,-36d48m00s,1.5,2
IC,5188,22h18m24s,-59d38m00s,1.5,2
IC,5190,22h19m00s,-59d53m00s,1.6,2
IC,5191,22h15m00s,+37d18m00s,0.8,2
IC,5192,22h15m12s,+37d16m00s,0.2,2
IC,5194,22h17m06s,-15d57m00s,0.2,2
IC,5197,22h19m48s,-60d08m00s,1.3,2
IC,5199,22h19m30s,-37d32m00s,1.6,2
IC,5201,22h21m24s,-46d04m00s,8.5,2
IC,5202,22h22m54s,-65d48m00s,1.4,2
IC,5203,22h22m36s,-59d46m00s,1.6,2
IC,5206,22h24m06s,-66d51m00s,1.2,2
IC,5207,22h23m30s,-60d34m00s,1.6,2
IC,5208,22h24m36s,-65d14m00s,1.3,2
IC,5210,22h22m30s,-18d52m00s,1.6,2
IC,5212,22h23m30s,-38d02m00s,1.4,2
IC,5217,22h23m54s,+50d58m00s,0.1,1
IC,5218,22h28m06s,-60d24m00s,1.4,2
IC,5222,22h29m54s,-65d40m00s,1.7,2
IC,5223,22h29m48s,+07d58m00s,1.1,1
IC,5224,22h30m30s,-46d00m00s,1.4,2
IC,5227,22h34m06s,-64d42m00s,1.5,2
IC,5228,22h32m24s,-14d08m00s,1.9,1
IC,5231,22h34m00s,+23d21m00s,0.4,1
IC,5233,22h36m36s,+25d46m00s,1.1,1
IC,5237,22h42m18s,-30d03m00s,4.0,2
IC,5239,22h31m06s,-38d02m00s,1.6,2
IC,5240,22h41m54s,-44d48m00s,3.2,2
IC,5241,22h41m30s,+02d38m00s,1.0,1
IC,5242,22h41m12s,+23d24m00s,1.0,1
IC,5243,22h41m24s,+23d23m00s,0.7,2
IC,5244,22h44m12s,-64d03m00s,3.3,2
IC,5249,22h47m06s,-64d50m00s,3.7,2
IC,5250,22h47m18s,-65d03m00s,3.8,2
IC,5252,22h48m06s,-68d54m00s,1.2,2
IC,5253,22h45m24s,+21d49m00s,1.0,1
IC,5256,22h49m48s,-68d42m00s,1.1,2
IC,5258,22h51m30s,+23d02m00s,0.4,1
IC,5260,22h54m18s,-39d19m00s,1.5,2
IC,5261,22h54m24s,-20d22m00s,1.7,2
IC,5263,22h58m12s,-69d03m00s,1.2,2
IC,5264,22h56m54s,-36d33m00s,2.7,2
IC,5265,22h57m12s,-36d28m00s,6.0,2
IC,5266,22h58m18s,-65d08m00s,1.5,2
IC,5267,22h57m12s,-43d24m00s,5.0,2
IC,5269,22h57m42s,-36d02m00s,2.5,1
IC,5270,22h57m54s,-35d51m00s,3.2,2
IC,5273,22h59m30s,-37d42m00s,2.9,2
IC,5274,22h58m30s,+18d55m00s,1.1,1
IC,5279,23h03m00s,-69d13m00s,1.8,2
IC,5280,23h03m48s,-65d13m00s,1.7,2
IC,5282,23h02m42s,+21d53m00s,1.5,1
IC,5283,23h03m18s,+08d54m00s,0.9,1
IC,5284,23h06m48s,+19d07m00s,1.3,2
IC,5285,23h06m54s,+22d56m00s,1.9,2
IC,5287,23h09m24s,+00d45m00s,1.1,1
IC,5288,23h11m42s,-68d06m00s,1.8,2
IC,5290,23h12m54s,-23d28m00s,1.8,2
IC,5294,23h16m12s,-42d35m00s,3.2,2
IC,5296,23h15m42s,+25d06m00s,1.0,1
IC,5298,23h16m06s,+25d33m00s,0.6,1
IC,5302,23h19m36s,-64d34m00s,1.3,2
IC,5305,23h18m00s,+10d16m00s,0.4,1
IC,5307,23h18m12s,+10d13m00s,0.6,1
IC,5308,23h19m18s,-42d16m00s,4.9,2
IC,5313,23h22m00s,-42d29m00s,2.5,2
IC,5314,23h21m06s,+19d17m00s,0.5,1
IC,5315,23h21m18s,+25d22m00s,1.0,1
IC,5318,23h24m00s,-11d53m00s,0.9,1
IC,5321,23h26m18s,-17d58m00s,1.0,1
IC,5323,23h27m36s,-67d49m00s,1.6,2
IC,5324,23h28m18s,-67d49m00s,1.3,2
IC,5325,23h28m42s,-41d19m00s,2.5,2
IC,5326,23h29m30s,-28d48m00s,0.8,1
IC,5328,23h33m12s,-45d02m00s,2.5,2
IC,5329,23h33m18s,+21d14m00s,1.8,1
IC,5331,23h33m30s,+21d08m00s,1.1,1
IC,5332,23h34m30s,-36d06m00s,6.6,2
IC,5333,23h34m54s,-65d24m00s,1.5,2
IC,5334,23h34m42s,-04d31m00s,1.5,1
IC,5335,23h35m48s,-67d24m00s,1.3,2
IC,5337,23h36m24s,+21d09m00s,0.9,2
IC,5338,23h36m30s,+21d09m00s,1.1,1
IC,5339,23h38m06s,-68d27m00s,1.2,2
IC,5342,23h38m36s,+27d01m00s,0.4,2
IC,5343,23h39m24s,-22d31m00s,0.6,1
IC,5345,23h39m36s,-22d25m00s,0.5,1
IC,5348,23h45m00s,-42d55m00s,1.9,2
IC,5349,23h46m18s,-28d00m00s,0.6,1
IC,5350,23h47m12s,-27d58m00s,0.3,1
IC,5353,23h47m30s,-28d07m00s,1.6,2
IC,5355,23h47m12s,+32d48m00s,1.1,1
IC,5356,23h47m30s,-02d19m00s,0.3,1
IC,5358,23h47m42s,-28d08m00s,2.6,2
IC,5359,23h47m42s,-02d17m00s,1.0,1
IC,5361,23h51m24s,-13d23m00s,0.4,1
IC,5362,23h51m36s,-28d22m00s,1.5,2
IC,5370,00h00m06s,+32d45m00s,0.7,1
IC,5372,00h00m24s,+32d47m00s,0.7,1
IC,5373,00h00m24s,+32d47m00s,0.7,1
IC,5375,00h01m06s,+04d31m00s,0.9,1
IC,5376,00h01m24s,+34d32m00s,2.1,1
IC,5377,00h02m06s,+16d36m00s,1.3,1
IC,5381,00h03m12s,+15d58m00s,1.5,2
IC,5384,00h04m12s,-11d58m00s,0.8,1
