cat,name,ra,dec,size,bri
IC,3435,12h30m36s,+15d07m00s,1.2,1
IC,3436,12h30m30s,+19d39m00s,0.4,1
IC,3441,12h31m12s,+28d51m00s,0.4,1
IC,3442,12h31m18s,+14d07m00s,1.5,2
IC,3443,12h31m18s,+12d19m00s,0.2,1
IC,3451,12h31m24s,+28d51m00s,0.5,1
IC,3453,12h31m30s,+14d51m00s,1.2,1
IC,3454,12h31m36s,+27d30m00s,1.3,1
IC,3457,12h31m54s,+12d39m00s,1.6,2
IC,3459,12h31m54s,+12d10m00s,1.2,1
IC,3461,12h32m00s,+11d53m00s,0.6,1
IC,3471,12h32m18s,+16d01m00s,0.7,1
IC,3473,12h32m18s,+18d14m00s,1.1,1
IC,3474,12h32m36s,+02d40m00s,2.2,2
IC,3475,12h32m42s,+12d46m00s,2.6,1
IC,3476,12h32m42s,+14d03m00s,2.2,1
IC,3478,12h32m42s,+14d12m00s,1.3,2
IC,3481,12h32m54s,+11d24m00s,0.7,1
IC,3483,12h33m12s,+11d21m00s,0.5,1
IC,3484,12h33m06s,+17d24m00s,0.6,1
IC,3489,12h33m12s,+12d14m00s,0.6,1
IC,3490,12h33m12s,+10d55m00s,0.6,1
IC,3499,12h33m42s,+10d59m00s,1.6,1
IC,3501,12h33m48s,+13d19m00s,0.6,1
IC,3505,12h34m06s,+15d57m00s,0.8,1
IC,3510,12h34m18s,+11d04m00s,1.1,1
IC,3517,12h34m30s,+09d09m00s,1.5,1
IC,3518,12h34m30s,+09d37m00s,1.3,1
IC,3522,12h34m48s,+15d13m00s,1.5,2
IC,3528,12h34m54s,+15d34m00s,0.7,2
IC,3540,12h35m24s,+12d45m00s,0.4,1
IC,3543,12h35m42s,+26d17m00s,1.1,2
IC,3557,12h36m06s,+16d38m00s,0.7,1
IC,3568,12h32m54s,+82d33m00s,0.1,2
IC,3569,12h36m06s,+19d19m00s,1.3,1
IC,3576,12h36m36s,+06d37m00s,3.0,1
IC,3578,12h36m36s,+11d06m00s,1.0,1
IC,3581,12h36m36s,+24d24m00s,0.4,1
IC,3582,12h36m30s,+26d12m00s,0.5,2
IC,3583,12h36m42s,+13d15m00s,2.2,1
IC,3585,12h36m42s,+26d50m00s,1.4,2
IC,3586,12h36m54s,+12d32m00s,0.6,1
IC,3587,12h36m48s,+27d33m00s,1.5,1
IC,3592,12h36m54s,+27d53m00s,1.3,1
IC,3593,12h37m00s,+27d46m00s,0.4,1
IC,3598,12h37m24s,+28d12m00s,1.7,2
IC,3600,12h37m36s,+27d08m00s,0.6,2
IC,3608,12h38m36s,+10d29m00s,3.5,1
IC,3615,12h39m00s,+18d11m00s,1.3,1
IC,3617,12h39m24s,+07d58m00s,1.1,1
IC,3635,12h40m12s,+12d53m00s,1.2,1
IC,3638,12h40m18s,+10d31m00s,0.6,1
IC,3639,12h40m54s,-36d45m00s,1.4,2
IC,3645,12h40m30s,+26d32m00s,0.7,2
IC,3646,12h40m30s,+26d31m00s,1.3,2
IC,3650,12h40m42s,+26d30m00s,0.8,1
IC,3651,12h40m48s,+26d44m00s,1.3,2
IC,3652,12h41m00s,+11d11m00s,1.0,1
IC,3662,12h41m36s,+23d25m00s,0.6,1
IC,3665,12h41m48s,+11d30m00s,1.0,1
IC,3671,12h41m48s,+23d31m00s,0.5,1
IC,3675,12h41m54s,+41d17m00s,2.0,1
IC,3686,12h42m36s,+10d34m00s,1.5,1
IC,3687,12h42m06s,+38d30m00s,3.5,1
IC,3690,12h42m48s,+10d22m00s,1.3,1
IC,3692,12h42m54s,+21d00m00s,1.0,1
IC,3694,12h43m06s,+11d13m00s,0.7,1
IC,3697,12h43m00s,+39d50m00s,0.7,1
IC,3698,12h43m18s,+11d13m00s,0.5,1
IC,3704,12h43m42s,+10d47m00s,1.3,1
IC,3713,12h44m06s,+41d10m00s,0.6,1
IC,3714,12h44m24s,+10d11m00s,0.8,1
IC,3717,12h44m24s,+39d30m00s,0.6,1
IC,3718,12h44m48s,+12d21m00s,3.0,2
IC,3720,12h44m48s,+12d04m00s,2.8,2
IC,3723,12h44m30s,+40d44m00s,0.4,2
IC,3726,12h44m42s,+40d42m00s,1.7,1
IC,3727,12h45m06s,+10d54m00s,1.6,1
IC,3729,12h44m54s,+39d20m00s,0.2,1
IC,3730,12h45m06s,+21d11m00s,0.4,1
IC,3735,12h45m18s,+13d42m00s,0.4,1
IC,3736,12h45m18s,+21d31m00s,0.5,1
IC,3742,12h45m30s,+13d20m00s,1.9,2
IC,3745,12h45m36s,+19d10m00s,0.3,1
IC,3754,12h46m12s,+08d21m00s,1.4,1
IC,3756,12h46m18s,+11d53m00s,0.3,1
IC,3772,12h47m06s,+36d34m00s,0.6,1
IC,3773,12h47m12s,+10d13m00s,2.1,1
IC,3774,12h46m54s,+36d17m00s,1.1,1
IC,3783,12h47m24s,+40d34m00s,0.6,1
IC,3788,12h48m06s,+18d52m00s,0.5,1
IC,3795,12h48m06s,+40d43m00s,0.5,1
IC,3799,12h49m00s,-14d23m00s,2.5,1
IC,3804,12h48m48s,+35d20m00s,1.6,2
IC,3806,12h48m54s,+14d54m00s,1.7,2
IC,3808,12h49m00s,+40d36m00s,0.6,1
IC,3812,12h49m54s,-06d42m00s,0.8,1
IC,3813,12h50m00s,-25d55m00s,1.5,2
IC,3816,12h49m36s,+37d15m00s,0.5,1
IC,3822,12h50m24s,-14d19m00s,1.1,1
IC,3826,12h50m42s,-09d00m00s,0.6,1
IC,3827,12h50m48s,-14d29m00s,0.8,1
IC,3829,12h52m12s,-29d50m00s,2.3,2
IC,3831,12h51m18s,-14d34m00s,1.4,1
IC,3833,12h51m30s,-13d19m00s,1.8,1
IC,3834,12h51m30s,-14d13m00s,0.7,1
IC,3850,12h52m42s,+40d06m00s,0.9,1
IC,3852,12h53m06s,+35d47m00s,1.4,1
IC,3862,12h53m48s,+36d06m00s,1.0,1
IC,3879,12h54m30s,+38d38m00s,0.6,1
IC,3881,12h54m48s,+19d11m00s,3.9,1
IC,3888,12h54m42s,+39d34m00s,0.9,1
IC,3896,12h56m36s,-50d19m00s,2.2,1
IC,3900,12h55m42s,+27d15m00s,0.7,2
IC,3904,12h55m54s,+36d18m00s,0.5,1
IC,3913,12h56m30s,+27d17m00s,0.6,1
IC,3916,12h56m30s,+38d37m00s,1.1,1
IC,3927,12h58m12s,-22d53m00s,1.4,2
IC,3946,12h58m48s,+27d49m00s,1.0,1
IC,3949,12h58m54s,+27d50m00s,1.3,2
IC,3959,12h59m06s,+27d47m00s,0.6,2
IC,3960,12h59m06s,+27d51m00s,0.4,2
IC,3961,12h59m06s,+34d52m00s,4.2,1
IC,3963,12h59m12s,+27d47m00s,0.7,2
IC,3966,12h59m18s,+35d52m00s,0.4,1
IC,3967,12h59m12s,+36d07m00s,0.4,1
IC,3974,13h05m18s,-35d20m00s,2.1,2
IC,3975,12h59m12s,+38d53m00s,0.5,1
IC,3986,13h01m30s,-32d17m00s,2.0,2
IC,3990,12h59m36s,+28d54m00s,1.3,2
IC,4021,13h00m12s,+28d02m00s,0.3,1
IC,4028,13h00m18s,+36d15m00s,1.2,1
IC,4040,13h00m36s,+28d03m00s,1.1,2
IC,4041,13h00m42s,+28d00m00s,0.7,2
IC,4043,13h00m42s,+37d06m00s,1.0,1
IC,4045,13h00m48s,+28d05m00s,0.7,1
IC,4049,13h00m42s,+36d21m00s,1.2,1
IC,4051,13h00m54s,+28d00m00s,1.3,1
IC,4056,13h00m42s,+39d45m00s,1.1,1
IC,4060,13h00m48s,+40d35m00s,0.7,1
IC,4065,13h01m12s,+39d44m00s,0.7,1
IC,4071,13h02m00s,-07d35m00s,0.5,1
IC,4078,13h01m42s,+36d38m00s,1.0,1
IC,4086,13h01m42s,+36d38m00s,1.0,1
IC,4100,13h02m00s,+40d25m00s,1.5,1
IC,4103,13h02m24s,+38d02m00s,0.7,1
IC,4127,13h03m18s,+38d04m00s,0.4,1
IC,4135,13h03m36s,+40d15m00s,1.0,1
IC,4144,13h03m54s,+36d57m00s,1.1,1
IC,4149,13h04m00s,+22d16m00s,0.4,1
IC,4166,13h05m24s,+31d27m00s,1.0,1
IC,4171,13h05m24s,+36d07m00s,1.0,1
IC,4177,13h06m18s,-13d35m00s,0.8,1
IC,4178,13h05m42s,+36d00m00s,1.2,1
IC,4180,13h06m54s,-23d55m00s,1.5,2
IC,4182,13h05m48s,+37d36m00s,6.7,1
IC,4189,13h06m00s,+35d58m00s,1.6,2
IC,4190,13h05m54s,+37d37m00s,5.0,1
IC,4191,13h08m48s,-67d39m00s,0.1,2
IC,4196,13h07m36s,-24d01m00s,2.0,2
IC,4197,13h08m06s,-23d48m00s,1.7,2
IC,4198,13h07m42s,+24d49m00s,1.1,1
IC,4200,13h09m36s,-51d58m00s,1.4,2
IC,4201,13h07m48s,+35d50m00s,0.4,1
IC,4202,13h08m24s,+24d42m00s,1.8,1
IC,4204,13h08m24s,+39d27m00s,1.5,1
IC,4209,13h10m24s,-07d10m00s,1.6,2
IC,4210,13h10m48s,+29d42m00s,1.0,2
IC,4213,13h12m06s,+35d40m00s,2.6,1
IC,4214,13h17m42s,-32d06m00s,2.4,2
IC,4215,13h16m12s,+25d24m00s,1.8,1
IC,4216,13h17m00s,-10d46m00s,1.8,1
IC,4217,13h17m12s,-13d09m00s,0.6,1
IC,4218,13h17m06s,-02d16m00s,1.4,1
IC,4219,13h18m30s,-31d38m00s,1.0,2
IC,4220,13h17m54s,-13d36m00s,0.7,1
IC,4221,13h18m30s,-14d36m00s,1.1,1
IC,4224,13h19m06s,-02d31m00s,0.8,1
IC,4225,13h20m00s,+31d58m00s,1.1,1
IC,4230,13h22m06s,+26d44m00s,1.1,1
IC,4231,13h23m12s,-26d18m00s,1.6,2
IC,4232,13h23m24s,-26d07m00s,1.1,2
IC,4234,13h23m06s,+27d07m00s,0.6,1
IC,4237,13h24m30s,-21d08m00s,2.1,2
IC,4241,13h24m48s,+26d44m00s,0.5,1
IC,4247,13h26m42s,-30d22m00s,1.2,1
IC,4249,13h27m12s,-27d56m00s,0.4,1
IC,4252,13h27m30s,-27d19m00s,1.5,2
IC,4253,13h27m30s,-27d52m00s,1.4,2
IC,4255,13h28m00s,-27d22m00s,0.3,1
IC,4263,13h28m36s,+46d56m00s,2.0,2
IC,4264,13h30m18s,-27d56m00s,1.8,2
IC,4267,13h30m36s,-26d16m00s,1.2,1
IC,4269,13h29m24s,+37d39m00s,0.3,1
IC,4270,13h30m48s,-25d20m00s,0.8,1
IC,4271,13h29m24s,+37d26m00s,0.7,1
IC,4279,13h32m30s,-27d08m00s,1.6,2
IC,4288,13h34m36s,-27d19m00s,0.6,1
IC,4289,13h34m54s,-27d08m00s,0.3,1
IC,4290,13h35m18s,-28d01m00s,2.3,2
IC,4293,13h36m00s,-25d53m00s,1.8,2
IC,4297,13h35m18s,+26d26m00s,1.1,1
IC,4298,13h36m42s,-26d34m00s,1.4,1
IC,4300,13h35m24s,+33d25m00s,0.2,1
IC,4301,13h35m36s,+33d22m00s,0.8,1
IC,4302,13h35m36s,+33d29m00s,1.3,1
IC,4303,13h37m18s,-28d38m00s,0.4,1
IC,4304,13h36m00s,+33d26m00s,1.3,1
IC,4305,13h36m00s,+33d28m00s,0.3,1
IC,4306,13h36m18s,+33d25m00s,0.4,1
IC,4307,13h36m30s,+27d15m00s,0.5,1
IC,4310,13h38m54s,-25d51m00s,2.3,2
IC,4312,13h40m30s,-51d04m00s,1.6,2
IC,4315,13h40m00s,-25d28m00s,1.6,2
IC,4316,13h40m18s,-28d54m00s,2.2,2
IC,4318,13h43m18s,-28d57m00s,0.8,1
IC,4319,13h43m24s,-29d48m00s,1.6,2
IC,4320,13h44m06s,-27d15m00s,0.6,1
IC,4321,13h44m24s,-30d08m00s,0.5,1
IC,4324,13h45m24s,-30d13m00s,0.4,1
IC,4325,13h47m36s,-29d26m00s,0.8,1
IC,4326,13h48m24s,-29d37m00s,0.6,1
IC,4327,13h48m42s,-30d13m00s,1.1,2
IC,4329,13h49m06s,-30d18m00s,3.2,2
IC,4330,13h47m12s,-28d20m00s,1.4,2
IC,4332,13h49m54s,+25d11m00s,0.8,1
IC,4333,14h05m00s,-84d16m00s,1.7,2
IC,4334,13h49m48s,+29d40m00s,0.1,2
IC,4336,13h50m42s,+39d42m00s,1.6,1
IC,4340,13h53m36s,+37d23m00s,0.7,1
IC,4342,13h54m24s,+25d07m00s,0.8,1
IC,4343,13h55m00s,+25d06m00s,0.7,1
IC,4350,13h57m12s,-25d15m00s,1.9,2
IC,4351,13h57m54s,-29d19m00s,5.6,2
IC,4352,13h58m24s,-34d31m00s,1.9,2
IC,4355,13h58m06s,+28d25m00s,0.4,1
IC,4357,14h00m42s,+31d54m00s,1.2,1
IC,4358,14h03m30s,-10d09m00s,1.2,1
IC,4361,14h04m06s,-09d46m00s,0.6,1
IC,4362,14h05m24s,-41d49m00s,1.7,2
IC,4364,14h04m18s,-10d00m00s,0.6,1
IC,4365,14h03m48s,+09d31m00s,0.8,1
IC,4366,14h05m12s,-33d46m00s,1.8,2
IC,4367,14h05m36s,-39d12m00s,1.8,2
IC,4374,14h07m30s,-27d01m00s,1.6,2
IC,4375,14h08m06s,-33d19m00s,3.0,2
IC,4377,14h17m00s,-75d39m00s,2.6,2
IC,4380,14h10m00s,+37d33m00s,0.5,1
IC,4384,14h11m54s,+27d07m00s,1.1,1
IC,4386,14h15m00s,-43d58m00s,3.1,2
IC,4387,14h15m00s,-44d00m00s,1.3,2
IC,4388,14h16m00s,-31d46m00s,0.8,1
IC,4390,14h17m00s,-44d59m00s,1.7,2
IC,4391,14h16m18s,-31d41m00s,0.5,1
IC,4393,14h17m48s,-31d21m00s,2.3,2
IC,4395,14h17m12s,+26d51m00s,1.5,1
IC,4397,14h17m54s,+26d25m00s,1.1,1
IC,4398,14h18m12s,+28d51m00s,0.5,1
IC,4399,14h18m18s,+26d23m00s,1.2,1
IC,4401,14h19m24s,-04d31m00s,1.0,1
IC,4402,14h21m12s,-46d18m00s,3.4,2
IC,4403,14h18m18s,+31d39m00s,1.4,1
IC,4405,14h19m24s,+26d16m00s,0.9,1
IC,4406,14h22m24s,-44d09m00s,0.5,2
IC,4408,14h21m12s,+29d59m00s,1.0,1
IC,4409,14h21m30s,+31d35m00s,0.7,1
IC,4410,14h22m18s,+17d23m00s,0.6,1
IC,4413,14h23m00s,+37d32m00s,0.2,1
IC,4414,14h23m48s,+28d19m00s,0.5,1
IC,4416,14h24m24s,+29d37m00s,0.3,1
IC,4417,14h24m54s,+17d02m00s,0.2,1
IC,4420,14h25m36s,+25d22m00s,0.7,1
IC,4422,14h26m00s,+30d28m00s,0.2,1
IC,4423,14h26m18s,+26d15m00s,1.1,1
IC,4424,14h27m30s,+04d49m00s,0.8,1
IC,4426,14h27m18s,+16d50m00s,0.4,1
IC,4427,14h27m00s,+26d51m00s,0.7,1
IC,4429,14h27m42s,+16d53m00s,0.6,1
IC,4431,14h27m06s,+30d57m00s,1.3,1
IC,4435,14h27m30s,+37d29m00s,0.5,1
IC,4436,14h27m54s,+26d29m00s,0.8,1
IC,4438,14h28m36s,+17d21m00s,0.4,1
IC,4440,14h29m00s,+17d20m00s,0.6,1
IC,4442,14h28m48s,+28d57m00s,1.0,1
IC,4444,14h31m42s,-43d25m00s,1.9,2
IC,4446,14h29m00s,+37d28m00s,0.8,1
IC,4448,14h40m30s,-78d49m00s,1.0,2
IC,4450,14h32m06s,+28d33m00s,1.2,1
IC,4451,14h34m36s,-36d17m00s,1.9,2
IC,4453,14h34m30s,-27d31m00s,2.0,2
IC,4459,14h34m30s,+30d58m00s,0.5,1
IC,4460,14h34m36s,+30d17m00s,0.7,2
IC,4464,14h37m48s,-36d53m00s,1.6,2
IC,4468,14h38m24s,-22d22m00s,2.3,2
IC,4469,14h37m18s,+18d15m00s,1.6,1
IC,4472,14h40m12s,-44d19m00s,1.8,2
IC,4473,14h37m54s,+15d50m00s,0.5,1
IC,4479,14h38m42s,+28d30m00s,1.5,1
IC,4480,14h39m48s,+18d29m00s,0.5,1
IC,4483,14h40m18s,+16d41m00s,1.6,1
IC,4484,14h47m42s,-73d18m00s,2.5,2
IC,4486,14h41m54s,+18d33m00s,0.7,1
IC,4494,14h44m30s,+15d30m00s,1.0,1
IC,4496,14h43m54s,+33d23m00s,0.3,1
IC,4497,14h44m18s,+28d32m00s,0.6,1
IC,4498,14h45m00s,+26d17m00s,0.4,1
IC,4499,15h00m18s,-82d13m00s,7.6,2
IC,4500,14h44m36s,+37d29m00s,0.3,1
IC,4501,14h47m30s,-22d25m00s,0.9,1
IC,4503,14h46m36s,+16d06m00s,0.8,1
IC,4507,14h47m42s,+18d27m00s,0.8,1
IC,4509,14h48m24s,+31d48m00s,1.0,1
IC,4518,14h57m42s,-43d08m00s,1.4,2
IC,4519,14h54m48s,+37d25m00s,0.6,1
IC,4520,14h55m06s,+33d43m00s,0.4,1
IC,4521,14h59m36s,+25d35m00s,0.5,1
IC,4522,15h11m30s,-75d52m00s,2.9,2
IC,4523,15h05m12s,-43d31m00s,2.0,2
IC,4527,15h05m42s,-42d27m00s,1.5,2
IC,4528,15h01m24s,+49d07m00s,0.7,1
IC,4529,15h06m24s,-43d14m00s,0.6,2
IC,4530,15h03m48s,+26d05m00s,1.0,1
IC,4533,15h04m24s,+27d48m00s,1.0,1
IC,4536,15h13m12s,-18d08m00s,2.6,2
IC,4538,15h21m12s,-23d39m00s,2.6,2
IC,4539,15h18m30s,+32d24m00s,0.4,1
IC,4541,15h29m54s,-70d35m00s,2.0,2
IC,4545,15h41m30s,-81d38m00s,2.0,2
IC,4546,15h27m00s,+28d51m00s,0.6,1
IC,4549,15h29m12s,+32d50m00s,0.5,1
IC,4553,15h35m00s,+23d29m00s,2.0,1
IC,4555,15h48m18s,-78d11m00s,1.9,2
IC,4556,15h35m30s,+25d19m00s,0.4,1
IC,4561,15h36m54s,+25d25m00s,0.3,1
IC,4562,15h36m00s,+43d29m00s,1.5,2
IC,4563,15h36m00s,+39d50m00s,0.7,1
IC,4565,15h36m36s,+43d25m00s,1.0,1
IC,4566,15h36m42s,+43d33m00s,2.0,2
IC,4569,15h40m48s,+28d17m00s,0.5,1
IC,4570,15h41m18s,+28d14m00s,1.0,1
IC,4571,15h48m54s,-67d19m00s,1.4,2
IC,4572,15h41m54s,+28d07m00s,0.9,1
IC,4578,15h53m12s,-74d50m00s,2.1,2
IC,4582,15h45m42s,+28d06m00s,1.4,1
IC,4583,15h46m24s,+23d49m00s,0.8,1
IC,4584,16h00m12s,-66d23m00s,1.7,2
IC,4585,16h00m18s,-66d19m00s,2.0,2
IC,4588,16h04m54s,+23d56m00s,2.1,1
IC,4590,16h08m18s,+28d29m00s,0.3,1
IC,4592,16h12m00s,-19d28m00s,150.0,2
IC,4593,16h11m42s,+12d04m00s,2.0,2
IC,4595,16h20m42s,-70d09m00s,2.5,2
IC,4596,16h16m06s,-22d38m00s,1.9,2
IC,4601,16h20m00s,-20d02m00s,20.0,2
IC,4603,16h25m36s,-24d28m00s,20.0,2
IC,4604,16h25m36s,-23d26m00s,60.0,2
IC,4605,16h30m12s,-25d06m00s,30.0,2
IC,4608,16h46m54s,-77d29m00s,1.2,2
IC,4609,16h33m00s,+22d46m00s,0.7,1
IC,4615,16h37m54s,+36d04m00s,1.7,1
IC,4618,16h57m54s,-77d00m00s,1.9,2
IC,4621,16h50m48s,+08d48m00s,1.1,1
IC,4623,16h51m12s,+22d31m00s,0.6,1
IC,4628,16h57m00s,-40d20m00s,90.0,2
IC,4630,16h55m06s,+26d39m00s,1.3,1
IC,4633,17h13m48s,-77d32m00s,3.7,2
IC,4634,17h01m36s,-21d50m00s,0.2,2
IC,4635,17h15m42s,-77d29m00s,3.1,2
IC,4637,17h05m12s,-40d53m00s,0.3,1
IC,4640,17h23m54s,-80d04m00s,1.5,2
IC,4641,17h24m12s,-80d09m00s,1.6,2
IC,4642,17h11m48s,-55d24m00s,0.4,1
IC,4644,17h24m36s,-73d56m00s,2.1,2
IC,4646,17h23m54s,-60d00m00s,2.6,2
IC,4647,17h26m00s,-80d12m00s,1.7,2
IC,4651,17h24m42s,-49d57m00s,12.0,3
IC,4652,17h26m24s,-59d44m00s,1.7,2
IC,4653,17h27m06s,-60d53m00s,1.6,2
IC,4654,17h37m06s,-74d23m00s,1.7,2
IC,4656,17h37m42s,-63d44m00s,2.2,2
IC,4660,17h21m36s,+75d51m00s,1.5,2
IC,4661,17h51m00s,-74d02m00s,2.5,2
IC,4662,17h47m06s,-64d38m00s,2.2,2
IC,4663,17h45m30s,-44d54m00s,0.2,1
IC,4664,17h49m00s,-63d15m00s,1.7,2
IC,4665,17h46m18s,+05d43m00s,41.0,3
IC,4666,17h45m48s,+55d46m00s,0.6,1
IC,4670,17h55m06s,-21d48m00s,5.0,2
IC,4673,18h03m18s,-27d06m00s,0.3,2
IC,4674,18h08m12s,-62d24m00s,1.5,2
IC,4677,17h58m18s,+66d38m00s,1.0,1
IC,4679,18h11m24s,-56d15m00s,1.9,2
IC,4680,18h13m30s,-64d29m00s,1.7,2
IC,4682,18h16m24s,-71d35m00s,2.5,2
IC,4684,18h09m06s,-23d25m00s,3.0,2
IC,4685,18h09m18s,-23d59m00s,10.0,2
IC,4686,18h13m36s,-57d44m00s,0.5,2
IC,4687,18h13m42s,-57d44m00s,1.5,2
IC,4688,18h08m06s,+11d42m00s,1.6,1
IC,4689,18h13m42s,-57d45m00s,0.9,2
IC,4692,18h14m48s,-58d42m00s,1.7,2
IC,4694,18h15m24s,-58d13m00s,2.1,2
IC,4696,18h20m18s,-64d44m00s,2.4,2
IC,4697,18h12m30s,+25d26m00s,1.6,1
IC,4699,18h18m30s,-45d59m00s,0.2,2
IC,4701,18h16m30s,-16d44m00s,60.0,2
IC,4702,18h23m06s,-59d14m00s,1.6,2
IC,4704,18h27m54s,-71d37m00s,3.2,2
IC,4705,18h28m12s,-71d42m00s,2.7,2
IC,4710,18h28m42s,-66d59m00s,4.2,2
IC,4712,18h31m06s,-71d42m00s,2.1,2
IC,4713,18h30m00s,-67d13m00s,1.2,2
IC,4714,18h30m54s,-66d39m00s,1.1,2
IC,4715,18h26m12s,-18d26m00s,30.0,2
IC,4717,18h33m18s,-57d58m00s,1.5,2
IC,4718,18h33m48s,-60d08m00s,2.1,2
IC,4719,18h33m12s,-56d44m00s,1.3,2
IC,4720,18h33m30s,-58d24m00s,2.5,2
IC,4721,18h34m30s,-58d30m00s,4.1,1
IC,4722,18h34m30s,-57d48m00s,1.6,2
IC,4723,18h35m48s,-63d22m00s,0.2,1
IC,4725,18h31m36s,-19d15m00s,32.0,3
IC,4727,18h37m54s,-62d42m00s,1.4,2
IC,4728,18h37m54s,-62d32m00s,2.0,2
IC,4729,18h40m00s,-67d26m00s,1.4,2
IC,4730,18h38m48s,-63d21m00s,1.8,2
IC,4731,18h38m42s,-62d57m00s,1.5,2
IC,4732,18h33m54s,-22d39m00s,0.1,1
IC,4734,18h38m24s,-57d29m00s,1.4,2
IC,4736,18h38m36s,-57d54m00s,1.5,2
IC,4740,18h43m00s,-68d22m00s,1.1,2
IC,4742,18h41m54s,-63d52m00s,1.3,2
IC,4745,18h42m36s,-64d57m00s,2.2,2
IC,4754,18h44m00s,-61d59m00s,1.4,2
IC,4756,18h39m00s,+05d27m00s,52.0,3
IC,4757,18h43m54s,-57d10m00s,1.6,2
IC,4759,18h45m42s,-63d05m00s,1.2,2
IC,4761,18h43m54s,-52d51m00s,1.7,2
IC,4765,18h47m18s,-63d20m00s,3.6,2
IC,4767,18h47m42s,-63d24m00s,1.3,2
IC,4769,18h47m42s,-63d10m00s,2.1,2
IC,4772,18h39m54s,+40d00m00s,1.1,1
IC,4773,18h51m18s,-69d55m00s,1.6,2
IC,4774,18h48m12s,-57d56m00s,1.1,2
IC,4775,18h48m24s,-57d11m00s,1.4,2
IC,4776,18h45m48s,-33d21m00s,0.1,2
IC,4778,18h50m00s,-61d43m00s,1.5,2
IC,4782,18h50m54s,-55d29m00s,1.6,2
IC,4785,18h52m54s,-59d15m00s,2.9,2
IC,4787,18h56m06s,-68d41m00s,1.4,2
IC,4789,18h56m18s,-68d34m00s,1.4,2
IC,4796,18h56m30s,-54d13m00s,1.6,2
IC,4797,18h56m30s,-54d18m00s,2.8,2
IC,4798,18h58m18s,-62d07m00s,1.9,2
IC,4800,18h58m42s,-63d08m00s,1.7,2
IC,4801,18h59m36s,-64d40m00s,1.7,2
IC,4804,19h01m06s,-61d50m00s,1.5,2
IC,4806,19h01m30s,-57d32m00s,2.1,2
IC,4807,19h02m18s,-56d56m00s,0.9,2
IC,4808,19h01m06s,-45d19m00s,2.0,2
IC,4810,19h03m00s,-56d10m00s,3.0,2
IC,4817,19h06m12s,-56d10m00s,1.5,2
IC,4818,19h06m00s,-55d08m00s,1.6,2
IC,4819,19h07m06s,-59d28m00s,2.7,2
IC,4820,19h09m12s,-63d28m00s,1.4,2
IC,4821,19h09m30s,-55d01m00s,1.8,2
IC,4824,19h13m12s,-62d05m00s,2.5,2
IC,4826,19h12m18s,-57d12m00s,1.7,2
IC,4827,19h13m18s,-60d52m00s,2.5,2
IC,4829,19h12m36s,-56d32m00s,2.0,2
IC,4830,19h13m48s,-59d18m00s,1.7,2
IC,4831,19h14m42s,-62d16m00s,3.3,2
IC,4832,19h14m06s,-56d37m00s,2.0,2
IC,4836,19h16m18s,-60d12m00s,1.1,2
IC,4837,19h15m18s,-54d40m00s,2.8,2
IC,4839,19h15m36s,-54d38m00s,2.4,2
IC,4840,19h15m54s,-56d13m00s,1.1,2
IC,4842,19h19m30s,-60d39m00s,2.4,1
IC,4844,19h19m00s,-56d02m00s,1.6,2
IC,4845,19h20m24s,-60d23m00s,1.7,2
IC,4851,19h25m30s,-57d40m00s,1.6,2
IC,4852,19h26m24s,-60d20m00s,1.7,2
IC,4856,19h27m30s,-54d55m00s,1.0,2
IC,4857,19h28m36s,-58d46m00s,1.8,2
IC,4858,19h28m36s,-58d46m00s,1.8,2
IC,4860,19h31m30s,-67d22m00s,1.1,2
IC,4862,19h31m42s,-67d19m00s,1.4,2
IC,4864,19h40m06s,-77d33m00s,1.6,2
IC,4866,19h34m36s,-61d09m00s,1.6,2
IC,4867,19h26m30s,+50d07m00s,1.0,1
IC,4869,19h36m00s,-61d02m00s,2.3,2
IC,4870,19h37m36s,-65d49m00s,1.5,2
IC,4871,19h35m42s,-57d31m00s,3.2,2
IC,4872,19h35m42s,-57d31m00s,3.2,2
IC,4874,19h36m24s,-47d16m00s,1.4,2
IC,4875,19h37m42s,-52d04m00s,1.3,2
IC,4876,19h37m42s,-52d51m00s,1.2,2
IC,4877,19h37m54s,-51d59m00s,1.1,2
IC,4880,19h40m30s,-56d25m00s,1.5,2
IC,4881,19h40m24s,-55d51m00s,1.5,2
IC,4882,19h40m24s,-55d12m00s,1.2,2
IC,4883,19h42m00s,-55d33m00s,1.3,2
IC,4885,19h43m54s,-60d39m00s,2.0,2
IC,4886,19h43m06s,-51d48m00s,1.5,2
IC,4888,19h44m54s,-54d27m00s,1.3,2
IC,4889,19h45m18s,-54d20m00s,2.6,2
IC,4890,19h45m36s,-56d33m00s,1.3,2
IC,4891,19h45m18s,-54d21m00s,2.8,2
IC,4892,19h49m30s,-70d14m00s,1.6,2
IC,4894,19h47m00s,-51d51m00s,0.9,2
IC,4895,19h45m00s,-14d48m00s,10.0,3
IC,4897,19h49m18s,-51d52m00s,1.1,2
IC,4901,19h54m24s,-58d43m00s,5.0,2
IC,4906,19h56m48s,-60d28m00s,1.7,2
IC,4909,19h56m42s,-50d03m00s,2.1,2
IC,4912,20h06m48s,-77d21m00s,1.0,2
IC,4913,19h56m48s,-37d20m00s,1.9,2
