cat,name,ra,dec,size,bri
NGC,2300,07h32m00s,+85d43m00s,3.1,2
NGC,2301,06h51m48s,+00d28m00s,12.0,3
NGC,2302,06h51m54s,-07d04m00s,3.0,3
NGC,2304,06h55m00s,+18d01m00s,5.0,2
NGC,2305,06h48m36s,-64d16m00s,2.0,2
NGC,2307,06h48m48s,-64d20m00s,1.6,2
NGC,2309,06h56m12s,-07d12m00s,3.0,2
NGC,2310,06h54m00s,-40d52m00s,5.0,2
NGC,2311,06h57m48s,-04d35m00s,7.0,2
NGC,2314,07h10m30s,+75d20m00s,2.1,2
NGC,2316,06h59m42s,-07d46m00s,4.0,2
NGC,2323,07h03m12s,-08d20m00s,16.0,3
NGC,2324,07h04m12s,+01d03m00s,8.0,3
NGC,2325,07h02m42s,-28d42m00s,2.3,2
NGC,2329,07h09m12s,+48d37m00s,1.6,1
NGC,2331,07h07m12s,+27d21m00s,18.0,2
NGC,2335,07h06m36s,-10d05m00s,12.0,3
NGC,2336,07h27m06s,+80d11m00s,6.9,2
NGC,2337,07h10m12s,+44d27m00s,2.6,1
NGC,2339,07h08m18s,+18d47m00s,2.8,2
NGC,2341,07h09m18s,+20d35m00s,1.1,1
NGC,2342,07h09m24s,+20d38m00s,1.6,1
NGC,2343,07h08m18s,-10d39m00s,7.0,3
NGC,2344,07h12m30s,+47d10m00s,2.0,1
NGC,2345,07h08m18s,-13d10m00s,12.0,3
NGC,2346,07h09m24s,-00d48m00s,0.9,2
NGC,2347,07h16m06s,+64d43m00s,2.0,1
NGC,2353,07h14m36s,-10d18m00s,20.0,3
NGC,2354,07h14m18s,-25d44m00s,20.0,3
NGC,2355,07h16m54s,+13d47m00s,9.0,2
NGC,2357,07h17m36s,+23d22m00s,4.5,1
NGC,2359,07h18m36s,-13d12m00s,8.0,2
NGC,2360,07h17m48s,-15d37m00s,13.0,3
NGC,2362,07h18m48s,-24d57m00s,8.0,3
NGC,2366,07h28m54s,+69d13m00s,7.6,2
NGC,2367,07h20m06s,-21d56m00s,4.0,3
NGC,2368,07h21m00s,-10d23m00s,5.0,2
NGC,2369,07h16m36s,-62d21m00s,4.6,1
NGC,237,00h43m30s,-00d07m00s,1.8,1
NGC,2371,07h25m36s,+29d29m00s,0.9,1
NGC,2374,07h24m00s,-13d16m00s,19.0,3
NGC,2377,07h24m54s,-09d40m00s,1.8,1
NGC,2379,07h27m24s,+33d49m00s,1.1,1
NGC,238,00h43m24s,-50d11m00s,1.9,2
NGC,2381,07h20m00s,-63d04m00s,1.6,2
NGC,2383,07h24m48s,-20d56m00s,6.0,3
NGC,2384,07h25m06s,-21d02m00s,3.0,3
NGC,2389,07h29m06s,+33d51m00s,2.1,1
NGC,2392,07h29m12s,+20d55m00s,0.7,2
NGC,2395,07h27m06s,+13d35m00s,12.0,3
NGC,2396,07h28m06s,-11d44m00s,10.0,3
NGC,2397,07h21m18s,-69d00m00s,2.2,1
NGC,24,00h09m54s,-24d58m00s,5.5,2
NGC,2401,07h29m24s,-13d58m00s,2.0,1
NGC,2403,07h36m54s,+65d36m00s,17.8,3
NGC,2414,07h33m18s,-15d27m00s,4.0,3
NGC,2415,07h36m54s,+35d15m00s,1.0,1
NGC,2417,07h30m06s,-62d15m00s,2.2,2
NGC,2419,07h38m06s,+38d53m00s,4.1,2
NGC,2420,07h38m30s,+21d34m00s,10.0,3
NGC,2421,07h36m18s,-20d37m00s,10.0,3
NGC,2422,07h36m36s,-14d30m00s,30.0,3
NGC,2423,07h37m06s,-13d52m00s,19.0,3
NGC,2424,07h40m42s,+39d14m00s,4.0,1
NGC,2425,07h38m18s,-14d52m00s,3.0,2
NGC,2427,07h36m30s,-47d38m00s,5.6,2
NGC,2432,07h40m54s,-19d05m00s,8.0,2
NGC,2434,07h34m54s,-69d17m00s,2.5,2
NGC,2437,07h41m48s,-14d49m00s,27.0,3
NGC,2438,07h41m48s,-14d44m00s,1.1,2
NGC,2439,07h40m48s,-31d39m00s,10.0,3
NGC,244,00h45m48s,-15d36m00s,1.3,1
NGC,2440,07h41m54s,-18d13m00s,0.5,2
NGC,2441,07h52m12s,+73d02m00s,2.2,1
NGC,2442,07h36m24s,-69d32m00s,6.0,2
NGC,2444,07h46m54s,+39d02m00s,2.3,1
NGC,2445,07h46m54s,+39d01m00s,2.1,1
NGC,2447,07h44m36s,-23d52m00s,22.0,3
NGC,245,00h46m06s,-01d44m00s,1.4,1
NGC,2451,07h45m24s,-37d58m00s,45.0,3
NGC,2452,07h47m24s,-27d20m00s,0.3,1
NGC,2453,07h47m48s,-27d14m00s,5.0,3
NGC,2455,07h49m00s,-21d18m00s,8.0,2
NGC,246,00h47m00s,-11d53m00s,3.8,3
NGC,2460,07h56m54s,+60d21m00s,2.9,2
NGC,2464,07h57m12s,+56d41m00s,0.4,1
NGC,2466,07h45m12s,-71d24m00s,1.5,2
NGC,2467,07h52m36s,-26d23m00s,16.0,3
NGC,2468,07h58m00s,+56d22m00s,1.3,1
NGC,2469,07h58m06s,+56d41m00s,1.1,1
NGC,247,00h47m06s,-20d46m00s,20.0,3
NGC,2470,07h54m18s,+04d27m00s,2.2,1
NGC,2474,07h57m54s,+52d51m00s,0.6,1
NGC,2475,07h58m00s,+52d51m00s,0.8,1
NGC,2477,07h52m18s,-38d33m00s,27.0,3
NGC,2479,07h55m06s,-17d43m00s,7.0,2
NGC,2482,07h54m54s,-24d18m00s,12.0,3
NGC,2483,07h55m54s,-27d56m00s,10.0,3
NGC,2484,07h58m30s,+37d47m00s,1.6,1
NGC,2487,07h58m18s,+25d08m00s,2.8,1
NGC,2489,07h56m12s,-30d04m00s,8.0,3
NGC,2493,08h00m24s,+39d50m00s,2.5,1
NGC,2495,08h00m36s,+39d50m00s,0.4,2
NGC,2500,08h01m54s,+50d44m00s,2.9,2
NGC,2502,07h55m54s,-52d18m00s,2.1,2
NGC,2506,08h00m12s,-10d47m00s,7.0,3
NGC,2507,08h01m36s,+15d43m00s,2.5,1
NGC,2509,08h00m42s,-19d04m00s,8.0,2
NGC,2512,08h03m06s,+23d24m00s,1.7,1
NGC,2514,08h02m48s,+15d49m00s,1.4,1
NGC,2516,07h58m18s,-60d52m00s,30.0,3
NGC,2517,08h02m48s,-12d19m00s,0.8,1
NGC,252,00h48m00s,+27d38m00s,1.8,1
NGC,2521,08h08m48s,+57d46m00s,1.5,1
NGC,2523,08h15m00s,+73d35m00s,3.0,2
NGC,2525,08h05m36s,-11d26m00s,2.9,2
NGC,2527,08h05m18s,-28d10m00s,22.0,3
NGC,253,00h47m36s,-25d17m00s,25.1,3
NGC,2532,08h10m12s,+33d57m00s,2.2,1
NGC,2533,08h07m00s,-29d54m00s,4.0,3
NGC,2534,08h12m54s,+55d40m00s,1.7,1
NGC,2535,08h11m12s,+25d12m00s,3.0,1
NGC,2536,08h11m18s,+25d11m00s,0.9,1
NGC,2537,08h13m12s,+46d00m00s,1.7,2
NGC,2539,08h10m42s,-12d50m00s,22.0,3
NGC,254,00h47m30s,-31d25m00s,2.1,2
NGC,2541,08h14m42s,+49d04m00s,6.6,2
NGC,2543,08h13m00s,+36d15m00s,2.5,1
NGC,2544,08h21m42s,+73d59m00s,1.1,2
NGC,2545,08h14m12s,+21d21m00s,2.2,1
NGC,2546,08h12m24s,-37d38m00s,41.0,3
NGC,2547,08h10m42s,-49d16m00s,20.0,3
NGC,2548,08h13m48s,-05d48m00s,54.0,3
NGC,2549,08h19m00s,+57d48m00s,4.2,2
NGC,255,00h47m48s,-11d28m00s,3.1,2
NGC,2550,08h24m36s,+74d01m00s,1.2,1
NGC,2551,08h24m48s,+73d25m00s,1.9,2
NGC,2552,08h19m18s,+50d01m00s,3.2,1
NGC,2554,08h17m54s,+23d28m00s,3.4,1
NGC,2557,08h19m12s,+21d27m00s,1.4,1
NGC,2559,08h17m06s,-27d28m00s,5.6,2
NGC,2560,08h19m54s,+20d59m00s,1.7,1
NGC,2562,08h20m24s,+21d08m00s,1.4,1
NGC,2563,08h20m36s,+21d04m00s,2.3,1
NGC,2565,08h19m48s,+22d02m00s,1.9,1
NGC,2566,08h18m42s,-25d29m00s,3.1,1
NGC,2567,08h18m36s,-30d38m00s,10.0,3
NGC,257,00h48m06s,+08d19m00s,2.1,1
NGC,2571,08h18m54s,-29d44m00s,13.0,3
NGC,2573,01h42m00s,-89d20m00s,3.6,1
NGC,2575,08h22m48s,+24d17m00s,2.5,1
NGC,2577,08h22m42s,+22d33m00s,2.1,1
NGC,2578,08h21m24s,-13d19m00s,2.4,1
NGC,2579,08h21m06s,-36d11m00s,10.0,3
NGC,2580,08h21m36s,-30d19m00s,8.0,2
NGC,2582,08h25m18s,+20d20m00s,1.3,1
NGC,2583,08h23m12s,-05d01m00s,0.7,1
NGC,2587,08h23m30s,-29d30m00s,9.0,2
NGC,2588,08h23m12s,-32d59m00s,2.0,2
NGC,259,00h48m06s,-02d47m00s,3.2,2
NGC,2591,08h37m24s,+78d02m00s,3.2,1
NGC,2595,08h27m42s,+21d29m00s,3.1,1
NGC,2597,08h30m00s,+21d30m00s,1.4,1
NGC,2598,08h30m00s,+21d29m00s,1.3,1
NGC,2599,08h32m12s,+22d34m00s,2.4,1
NGC,26,00h10m24s,+25d50m00s,2.2,1
NGC,260,00h48m36s,+27d42m00s,1.0,1
NGC,2601,08h25m30s,-68d07m00s,2.0,2
NGC,2608,08h35m18s,+28d28m00s,2.5,1
NGC,2610,08h33m24s,-16d09m00s,0.6,1
NGC,2612,08h33m48s,-13d09m00s,3.2,1
NGC,2613,08h33m24s,-22d58m00s,7.2,2
NGC,2614,08h42m48s,+72d59m00s,2.8,1
NGC,2616,08h35m36s,-01d51m00s,1.3,1
NGC,262,00h48m48s,+31d57m00s,1.4,1
NGC,2623,08h38m24s,+25d45m00s,0.6,1
NGC,2625,08h38m24s,+19d42m00s,0.4,2
NGC,2626,08h35m36s,-40d40m00s,5.0,2
NGC,2627,08h37m18s,-29d57m00s,11.0,3
NGC,2629,08h47m12s,+72d59m00s,2.6,1
NGC,2631,08h47m06s,+73d00m00s,0.8,1
NGC,2632,08h40m06s,+19d59m00s,95.0,3
NGC,2633,08h48m06s,+74d06m00s,2.6,2
NGC,2634,08h48m24s,+73d58m00s,2.2,1
NGC,2635,08h38m30s,-34d46m00s,3.0,2
NGC,2636,08h48m24s,+73d40m00s,0.5,1
NGC,2639,08h43m36s,+50d12m00s,2.0,2
NGC,264,00h48m18s,-38d14m00s,0.9,2
NGC,2640,08h37m24s,-55d07m00s,2.5,2
NGC,2642,08h40m42s,-04d07m00s,2.3,1
NGC,2646,08h50m24s,+73d28m00s,1.7,2
NGC,2648,08h42m42s,+14d17m00s,3.6,1
NGC,2649,08h44m06s,+34d43m00s,1.9,1
NGC,2650,08h50m00s,+70d18m00s,1.9,1
NGC,2654,08h49m12s,+60d13m00s,4.3,2
NGC,2655,08h55m36s,+78d13m00s,5.1,2
NGC,2656,08h47m48s,+53d52m00s,1.5,1
NGC,2658,08h43m24s,-32d39m00s,12.0,2
NGC,2659,08h42m36s,-44d57m00s,3.0,3
NGC,266,00h49m48s,+32d16m00s,3.2,1
NGC,2660,08h42m12s,-47d09m00s,4.0,3
NGC,2669,08h44m54s,-52d58m00s,12.0,3
NGC,2670,08h45m30s,-48d47m00s,9.0,3
NGC,2671,08h46m12s,-41d53m00s,4.0,2
NGC,2672,08h49m18s,+19d04m00s,2.6,2
NGC,2673,08h49m24s,+19d04m00s,1.4,1
NGC,2676,08h51m30s,+47d33m00s,1.5,1
NGC,268,00h50m12s,-05d12m00s,1.7,1
NGC,2681,08h53m30s,+51d19m00s,3.8,2
NGC,2682,08h50m24s,+11d49m00s,30.0,3
NGC,2683,08h52m42s,+33d25m00s,9.3,2
NGC,2685,08h55m36s,+58d44m00s,5.2,2
NGC,2691,08h54m48s,+39d32m00s,1.6,1
NGC,2692,08h57m00s,+52d04m00s,1.5,1
NGC,2693,08h57m00s,+51d21m00s,2.2,2
NGC,2694,08h57m00s,+51d20m00s,0.3,1
NGC,2698,08h55m36s,-03d11m00s,1.8,1
NGC,2701,08h59m06s,+53d46m00s,2.1,1
NGC,2708,08h56m06s,-03d22m00s,3.0,1
NGC,271,00h50m48s,-01d53m00s,2.5,1
NGC,2712,08h59m30s,+44d55m00s,2.9,2
NGC,2713,08h57m18s,+02d55m00s,3.9,2
NGC,2715,09h08m06s,+78d05m00s,5.0,2
NGC,2716,08h57m36s,+03d05m00s,1.8,1
NGC,2718,08h58m54s,+06d18m00s,2.5,1
NGC,2719,09h00m18s,+35d44m00s,1.3,1
NGC,2721,08h58m54s,-04d46m00s,2.6,1
NGC,2723,09h00m12s,+03d11m00s,1.3,1
NGC,2726,09h04m54s,+59d56m00s,1.5,1
NGC,273,00h50m48s,-06d53m00s,2.6,1
NGC,2732,09h13m24s,+79d11m00s,2.3,2
NGC,2735,09h02m36s,+25d56m00s,1.2,1
NGC,274,00h51m00s,-07d03m00s,1.7,1
NGC,2742,09h07m36s,+60d29m00s,3.1,2
NGC,2744,09h04m42s,+18d28m00s,1.8,1
NGC,2748,09h13m42s,+76d29m00s,3.1,2
NGC,2749,09h05m24s,+18d19m00s,2.0,2
NGC,275,00h51m06s,-07d04m00s,1.5,1
NGC,2750,09h05m42s,+25d26m00s,2.3,2
NGC,2752,09h05m42s,+18d20m00s,2.0,1
NGC,2756,09h09m00s,+53d51m00s,1.9,1
NGC,2763,09h06m48s,-15d30m00s,2.3,1
NGC,2764,09h08m18s,+21d27m00s,1.7,1
NGC,2765,09h07m36s,+03d23m00s,2.3,1
NGC,2768,09h11m36s,+60d02m00s,6.3,2
NGC,2770,09h09m36s,+33d07m00s,3.7,2
NGC,2775,09h10m18s,+07d02m00s,4.5,2
NGC,2776,09h12m12s,+44d57m00s,2.9,2
NGC,2777,09h10m42s,+07d12m00s,1.0,1
NGC,2778,09h12m18s,+35d01m00s,1.5,1
NGC,278,00h52m06s,+47d33m00s,2.2,2
NGC,2780,09h12m42s,+34d55m00s,1.0,1
NGC,2781,09h11m30s,-14d49m00s,3.9,2
NGC,2782,09h14m06s,+40d07m00s,3.8,2
NGC,2784,09h12m18s,-24d10m00s,5.1,2
NGC,2787,09h19m18s,+69d12m00s,3.4,2
NGC,279,00h52m18s,-02d12m00s,1.8,1
NGC,2792,09h12m24s,-42d26m00s,0.2,1
NGC,2793,09h16m48s,+34d26m00s,1.3,1
NGC,2798,09h17m24s,+42d00m00s,2.8,1
NGC,2799,09h17m30s,+42d00m00s,1.9,1
NGC,2805,09h20m18s,+64d06m00s,6.3,2
NGC,2808,09h12m00s,-64d52m00s,13.8,3
NGC,281,00h52m48s,+56d37m00s,35.0,3
NGC,2810,09h22m06s,+71d50m00s,2.0,1
NGC,2811,09h16m12s,-16d19m00s,2.7,2
NGC,2814,09h21m12s,+64d15m00s,1.4,1
NGC,2815,09h16m18s,-23d38m00s,3.5,1
NGC,2818,09h16m00s,-36d37m00s,9.0,3
NGC,2820,09h21m48s,+64d16m00s,4.3,1
NGC,2822,09h14m00s,-69d38m00s,2.1,2
NGC,2823,09h19m18s,+34d00m00s,1.0,1
NGC,2824,09h19m00s,+26d16m00s,1.3,1
NGC,2825,09h19m24s,+33d44m00s,1.1,1
NGC,2826,09h19m24s,+33d37m00s,1.8,1
NGC,2830,09h19m42s,+33d44m00s,1.3,1
NGC,2831,09h19m42s,+33d44m00s,0.8,1
NGC,2832,09h19m48s,+33d44m00s,3.3,2
NGC,2835,09h17m54s,-22d21m00s,6.3,2
NGC,2837,09h18m24s,-16d30m00s,0.3,1
NGC,2841,09h22m00s,+50d58m00s,8.1,2
NGC,2844,09h21m48s,+40d09m00s,1.9,1
NGC,2847,09h20m06s,-16d31m00s,0.4,1
NGC,2848,09h20m12s,-16d32m00s,2.7,1
NGC,2852,09h23m12s,+40d10m00s,1.2,1
NGC,2853,09h23m18s,+40d12m00s,2.0,1
NGC,2855,09h21m30s,-11d55m00s,2.7,2
NGC,2857,09h24m30s,+49d21m00s,2.4,1
NGC,2859,09h24m18s,+34d31m00s,4.8,2
NGC,2865,09h23m30s,-23d10m00s,2.0,2
NGC,2867,09h21m24s,-58d19m00s,0.2,2
NGC,2870,09h27m48s,+57d23m00s,2.6,1
NGC,2872,09h25m42s,+11d26m00s,2.1,1
NGC,2874,09h25m48s,+11d26m00s,2.5,1
NGC,2875,09h25m48s,+11d26m00s,0.5,1
NGC,288,00h52m48s,-26d35m00s,13.8,3
NGC,2880,09h29m36s,+62d30m00s,2.6,2
NGC,2884,09h26m24s,-11d33m00s,2.6,1
NGC,2888,09h26m18s,-28d02m00s,0.8,1
NGC,2889,09h27m12s,-11d38m00s,2.0,2
NGC,289,00h52m42s,-31d12m00s,3.7,2
NGC,2892,09h32m54s,+67d37m00s,1.7,1
NGC,2893,09h30m18s,+29d32m00s,1.4,1
NGC,2899,09h27m00s,-56d06m00s,2.0,2
NGC,29,00h10m48s,+33d21m00s,1.8,1
NGC,2902,09h30m54s,-14d44m00s,1.3,1
NGC,2903,09h32m12s,+21d30m00s,12.6,3
NGC,2905,09h32m12s,+21d31m00s,13.3,2
NGC,2906,09h32m12s,+08d27m00s,1.6,1
NGC,2907,09h31m36s,-16d44m00s,1.9,1
NGC,2910,09h30m24s,-52d54m00s,5.0,3
NGC,2911,09h33m48s,+10d09m00s,4.3,2
NGC,2914,09h34m00s,+10d07m00s,1.2,1
NGC,2915,09h26m12s,-76d38m00s,1.5,1
NGC,2916,09h35m00s,+21d42m00s,2.6,2
NGC,2919,09h34m48s,+10d17m00s,1.9,1
NGC,2924,09h35m12s,-16d24m00s,1.6,1
NGC,2925,09h33m42s,-53d26m00s,12.0,3
NGC,2935,09h36m42s,-21d08m00s,3.5,2
NGC,2936,09h37m42s,+02d44m00s,1.7,1
NGC,2937,09h37m42s,+02d44m00s,1.0,1
NGC,2939,09h38m06s,+09d31m00s,2.7,1
NGC,2940,09h38m06s,+09d36m00s,1.3,1
NGC,2942,09h39m06s,+34d00m00s,2.2,1
NGC,2944,09h39m18s,+32d19m00s,1.3,1
NGC,2950,09h42m36s,+58d51m00s,3.2,2
NGC,2955,09h41m18s,+35d53m00s,1.8,1
NGC,2959,09h45m06s,+68d36m00s,1.5,1
NGC,2961,09h45m24s,+68d36m00s,0.9,2
NGC,2962,09h40m54s,+05d10m00s,3.3,2
NGC,2963,09h47m48s,+72d58m00s,1.4,1
NGC,2964,09h42m54s,+31d51m00s,3.0,2
NGC,2967,09h42m06s,+00d20m00s,3.0,2
NGC,2968,09h43m12s,+31d56m00s,2.2,2
NGC,2970,09h43m30s,+31d59m00s,1.0,1
NGC,2972,09h40m18s,-50d20m00s,4.0,2
NGC,2974,09h42m36s,-03d42m00s,3.4,2
NGC,2976,09h47m18s,+67d55m00s,4.9,2
NGC,2977,09h43m48s,+74d52m00s,1.7,1
NGC,2978,09h43m18s,-09d45m00s,1.2,1
NGC,2980,09h43m12s,-09d37m00s,1.8,1
NGC,2983,09h43m42s,-20d29m00s,2.6,2
NGC,2985,09h50m24s,+72d17m00s,4.3,2
NGC,2986,09h44m18s,-21d17m00s,2.5,2
NGC,2989,09h45m24s,-18d23m00s,1.4,1
NGC,2990,09h46m18s,+05d43m00s,1.3,1
NGC,2992,09h45m42s,-14d20m00s,4.1,2
NGC,2993,09h45m48s,-14d22m00s,1.6,1
NGC,2997,09h45m36s,-31d11m00s,8.1,2
NGC,2998,09h48m42s,+44d05m00s,3.0,1
NGC,300,00h54m54s,-37d41m00s,20.0,2
NGC,3001,09h46m18s,-30d26m00s,3.1,1
NGC,3003,09h48m36s,+33d25m00s,5.9,2
NGC,3011,09h49m42s,+32d13m00s,1.2,1
NGC,3020,09h50m06s,+12d49m00s,3.2,1
NGC,3021,09h51m00s,+33d33m00s,1.7,1
NGC,3023,09h49m54s,+00d37m00s,3.1,1
NGC,3024,09h50m30s,+12d46m00s,2.2,1
NGC,3026,09h50m54s,+28d33m00s,2.2,1
NGC,3027,09h55m42s,+72d12m00s,4.7,2
NGC,3031,09h55m36s,+69d04m00s,25.7,3
NGC,3032,09h52m06s,+29d14m00s,2.5,2
NGC,3033,09h48m48s,-56d25m00s,5.0,3
NGC,3034,09h55m48s,+69d41m00s,11.2,3
NGC,3038,09h51m18s,-32d45m00s,2.6,1
NGC,3039,09h52m30s,+02d09m00s,1.3,1
NGC,3041,09h53m06s,+16d41m00s,3.7,2
NGC,3043,09h56m12s,+59d18m00s,2.0,1
NGC,3044,09h53m42s,+01d35m00s,4.8,2
NGC,3052,09h54m30s,-18d38m00s,2.1,1
NGC,3054,09h54m30s,-25d42m00s,3.9,2
NGC,3055,09h55m18s,+04d16m00s,2.2,1
NGC,3056,09h54m30s,-28d18m00s,2.0,1
NGC,3057,10h05m36s,+80d17m00s,2.5,1
NGC,3059,09h50m12s,-73d55m00s,3.2,2
NGC,3061,09h56m12s,+75d52m00s,2.0,1
NGC,3065,10h01m54s,+72d10m00s,2.0,2
NGC,3066,10h02m12s,+72d07m00s,1.2,1
NGC,3067,09h58m24s,+32d22m00s,2.5,2
NGC,3073,10h00m54s,+55d37m00s,1.5,1
NGC,3074,09h59m42s,+35d24m00s,2.5,1
NGC,3077,10h03m18s,+68d44m00s,4.6,2
NGC,3078,09h58m24s,-26d56m00s,1.9,2
NGC,3079,10h02m00s,+55d41m00s,7.6,2
NGC,3081,09h59m30s,-22d50m00s,2.2,2
NGC,3087,09h59m12s,-34d13m00s,1.9,1
NGC,3089,09h59m36s,-28d20m00s,1.9,1
NGC,309,00h56m42s,-09d55m00s,3.1,2
NGC,3091,10h00m12s,-19d38m00s,2.2,1
NGC,3095,10h00m06s,-31d33m00s,3.2,1
NGC,3098,10h02m18s,+24d43m00s,2.6,2
NGC,3100,10h00m42s,-31d40m00s,2.8,1
NGC,3104,10h03m54s,+40d45m00s,3.2,1
NGC,3105,10h00m48s,-54d46m00s,2.0,2
NGC,3109,10h03m06s,-26d09m00s,14.5,2
NGC,3113,10h04m24s,-28d27m00s,3.2,1
NGC,3114,10h02m42s,-60d07m00s,35.0,3
NGC,3115,10h05m12s,-07d43m00s,8.3,2
NGC,312,00h56m18s,-52d47m00s,1.8,2
NGC,3124,10h06m42s,-19d13m00s,3.2,2
NGC,3125,10h06m36s,-29d56m00s,1.5,1
NGC,313,00h57m48s,+30d21m00s,3.6,2
NGC,3132,10h07m00s,-40d26m00s,0.8,3
NGC,3136,10h05m48s,-67d23m00s,2.5,2
NGC,3137,10h09m12s,-29d04m00s,6.8,2
NGC,314,00h56m54s,-31d58m00s,1.2,2
NGC,3140,10h09m30s,-16d37m00s,1.4,1
NGC,3143,10h10m06s,-12d35m00s,0.9,1
NGC,3144,10h15m30s,+74d13m00s,1.4,1
NGC,3145,10h10m12s,-12d26m00s,3.3,2
NGC,3147,10h16m54s,+73d24m00s,4.0,2
NGC,3149,10h03m48s,-80d25m00s,2.1,2
NGC,315,00h57m48s,+30d21m00s,3.2,1
NGC,3151,10h13m30s,+38d37m00s,1.0,1
NGC,3152,10h13m36s,+38d50m00s,1.0,2
NGC,3153,10h12m54s,+12d40m00s,2.3,1
NGC,3156,10h12m42s,+03d08m00s,2.1,1
NGC,3158,10h13m48s,+38d46m00s,2.3,2
NGC,3159,10h13m54s,+38d39m00s,1.3,1
NGC,316,00h57m48s,+30d21m00s,3.6,2
NGC,3161,10h14m00s,+38d39m00s,1.0,2
NGC,3162,10h13m30s,+22d44m00s,3.1,2
NGC,3163,10h14m06s,+38d39m00s,1.4,1
NGC,3165,10h13m30s,+03d23m00s,1.6,1
NGC,3166,10h13m48s,+03d26m00s,5.2,2
NGC,3169,10h14m12s,+03d28m00s,4.8,2
NGC,3172,11h50m00s,+89d07m00s,0.7,1
NGC,3175,10h14m42s,-28d52m00s,4.8,2
NGC,3177,10h16m36s,+21d07m00s,1.7,1
NGC,3182,10h19m30s,+58d12m00s,2.3,1
NGC,3183,10h21m48s,+74d10m00s,2.5,1
NGC,3184,10h18m18s,+41d25m00s,6.9,2
NGC,3185,10h17m36s,+21d41m00s,2.3,1
NGC,3187,10h17m48s,+21d52m00s,3.3,1
NGC,3188,10h19m42s,+57d25m00s,1.1,1
NGC,3189,10h18m12s,+21d50m00s,4.5,2
NGC,319,00h57m00s,-43d50m00s,1.1,2
NGC,3190,10h18m06s,+21d50m00s,4.6,2
NGC,3191,10h19m06s,+46d28m00s,0.8,1
NGC,3193,10h18m24s,+21d54m00s,2.8,2
NGC,3195,10h09m30s,-80d52m00s,0.6,2
NGC,3198,10h19m54s,+45d33m00s,8.3,2
NGC,3199,10h17m06s,-57d55m00s,22.0,2
NGC,3200,10h18m36s,-17d59m00s,4.8,2
NGC,3201,10h17m36s,-46d25m00s,18.2,3
NGC,3202,10h20m30s,+43d01m00s,1.4,1
NGC,3203,10h19m36s,-26d42m00s,3.0,1
NGC,3206,10h21m48s,+56d56m00s,3.0,2
NGC,3208,10h19m42s,-25d51m00s,1.9,1
NGC,3211,10h17m48s,-62d40m00s,0.2,2
NGC,3213,10h21m18s,+19d39m00s,1.2,1
NGC,3214,10h23m06s,+57d02m00s,1.0,1
NGC,322,00h57m12s,-43d44m00s,1.3,2
NGC,3220,10h23m42s,+57d02m00s,1.6,1
NGC,3221,10h22m18s,+21d34m00s,3.3,1
NGC,3222,10h22m36s,+19d53m00s,1.3,1
NGC,3223,10h21m36s,-34d16m00s,4.1,2
NGC,3225,10h25m06s,+58d09m00s,2.3,1
NGC,3226,10h23m24s,+19d54m00s,2.8,2
NGC,3227,10h23m30s,+19d52m00s,5.6,2
NGC,3228,10h21m48s,-51d43m00s,18.0,3
NGC,323,00h56m42s,-52d59m00s,1.3,2
NGC,3238,10h26m42s,+57d14m00s,1.6,1
NGC,3239,10h25m06s,+17d10m00s,5.2,2
NGC,3241,10h24m18s,-32d29m00s,1.5,1
NGC,3242,10h24m48s,-18d38m00s,20.8,2
NGC,3244,10h25m30s,-39d50m00s,1.9,2
NGC,3245,10h27m18s,+28d30m00s,3.2,2
NGC,3246,10h26m42s,+03d52m00s,2.3,1
NGC,3247,10h25m54s,-57d56m00s,7.0,3
NGC,3250,10h26m30s,-39d57m00s,3.2,2
NGC,3252,10h34m24s,+73d46m00s,2.1,1
NGC,3253,10h28m30s,+12d42m00s,1.4,1
NGC,3254,10h29m18s,+29d30m00s,5.1,2
NGC,3255,10h26m30s,-60d40m00s,2.0,2
NGC,3256,10h27m48s,-43d54m00s,3.5,2
NGC,3257,10h28m48s,-35d40m00s,1.1,2
NGC,3258,10h28m54s,-35d36m00s,1.8,2
NGC,3259,10h32m36s,+65d03m00s,2.3,1
NGC,326,00h58m24s,+26d52m00s,1.5,1
NGC,3260,10h29m06s,-35d36m00s,1.3,2
NGC,3261,10h29m00s,-44d39m00s,4.1,2
NGC,3262,10h29m12s,-44d10m00s,1.2,2
NGC,3263,10h29m18s,-44d08m00s,3.6,2
NGC,3264,10h32m24s,+56d05m00s,3.4,1
NGC,3265,10h31m06s,+28d48m00s,1.2,1
NGC,3266,10h33m18s,+64d45m00s,1.7,1
NGC,3267,10h29m48s,-35d19m00s,2.4,1
NGC,3268,10h30m00s,-35d20m00s,2.0,2
NGC,3269,10h30m00s,-35d13m00s,3.1,1
NGC,327,00h57m54s,-05d08m00s,1.9,1
NGC,3271,10h30m30s,-35d22m00s,2.3,2
NGC,3273,10h30m30s,-35d37m00s,2.3,1
NGC,3274,10h32m18s,+27d40m00s,2.2,1
NGC,3275,10h30m54s,-36d44m00s,2.8,2
NGC,3277,10h32m54s,+28d31m00s,2.0,2
NGC,328,00h57m00s,-52d55m00s,2.8,2
NGC,3281,10h31m54s,-34d51m00s,3.3,2
NGC,3285,10h33m36s,-27d27m00s,2.5,1
NGC,3287,10h34m48s,+21d39m00s,2.2,1
