cat,name,ra,dec,size,bri
NGC,7217,22h07m54s,+31d22m00s,3.7,2
NGC,7218,22h10m12s,-16d40m00s,2.5,1
NGC,7219,22h13m06s,-64d51m00s,2.4,1
NGC,7221,22h11m18s,-30d37m00s,2.2,2
NGC,7226,22h10m30s,+55d25m00s,2.0,2
NGC,7229,22h14m00s,-29d25m00s,1.8,2
NGC,7232,22h15m42s,-45d51m00s,3.0,1
NGC,7233,22h15m48s,-45d51m00s,2.2,2
NGC,7235,22h12m36s,+57d17m00s,4.0,3
NGC,7236,22h14m42s,+13d51m00s,1.0,1
NGC,7237,22h14m48s,+13d50m00s,1.0,1
NGC,7240,22h15m24s,+37d17m00s,0.8,1
NGC,7241,22h15m48s,+19d14m00s,3.5,1
NGC,7242,22h15m42s,+37d18m00s,2.6,2
NGC,7243,22h15m18s,+49d53m00s,21.0,3
NGC,7244,22h16m24s,+16d28m00s,0.7,1
NGC,7245,22h15m18s,+54d20m00s,5.0,2
NGC,7248,22h16m54s,+40d30m00s,2.1,1
NGC,7249,22h20m30s,-55d08m00s,1.1,2
NGC,7252,22h20m42s,-24d41m00s,2.2,1
NGC,7261,22h20m24s,+58d05m00s,6.0,3
NGC,7263,22h21m48s,+36d21m00s,0.8,2
NGC,7268,22h25m42s,-31d12m00s,1.8,2
NGC,7274,22h24m12s,+36d08m00s,1.8,1
NGC,7278,22h28m24s,-60d10m00s,0.9,2
NGC,7280,22h26m30s,+16d09m00s,2.4,1
NGC,7287,22h28m48s,-22d12m00s,0.7,2
NGC,7290,22h28m24s,+17d09m00s,1.8,1
NGC,7292,22h28m24s,+30d18m00s,2.1,1
NGC,7293,22h29m36s,-20d48m00s,12.8,2
NGC,7296,22h28m12s,+52d17m00s,4.0,2
NGC,7298,22h30m48s,-14d11m00s,1.5,1
NGC,7300,22h31m00s,-14d00m00s,2.2,1
NGC,7302,22h32m24s,-14d07m00s,1.9,1
NGC,7307,22h33m48s,-40d57m00s,4.2,1
NGC,7309,22h34m18s,-10d21m00s,2.1,1
NGC,731,01h54m54s,-09d01m00s,1.7,1
NGC,7314,22h35m48s,-26d03m00s,4.6,2
NGC,7316,22h35m54s,+20d19m00s,1.3,1
NGC,7317,22h35m54s,+33d57m00s,1.0,1
NGC,7318,22h36m00s,+33d58m00s,1.9,1
NGC,7319,22h36m06s,+33d59m00s,1.7,1
NGC,7320,22h36m06s,+33d57m00s,2.2,1
NGC,7329,22h40m30s,-66d28m00s,4.2,2
NGC,7331,22h37m06s,+34d25m00s,10.7,2
NGC,7332,22h37m24s,+23d48m00s,4.2,2
NGC,7333,22h37m12s,+34d26m00s,0.1,1
NGC,7335,22h37m18s,+34d27m00s,1.7,1
NGC,7337,22h37m24s,+34d22m00s,1.3,2
NGC,7338,22h37m30s,+34d25m00s,0.2,1
NGC,7339,22h37m48s,+23d47m00s,3.0,1
NGC,7343,22h38m36s,+34d04m00s,1.2,1
NGC,7348,22h40m36s,+11d54m00s,1.3,1
NGC,735,01h56m36s,+34d11m00s,2.0,1
NGC,7354,22h40m24s,+61d17m00s,0.3,1
NGC,736,01h56m42s,+33d03m00s,2.0,1
NGC,7361,22h42m18s,-30d03m00s,3.5,1
NGC,7363,22h43m18s,+34d00m00s,1.1,1
NGC,7368,22h45m36s,-39d20m00s,3.2,2
NGC,7371,22h46m06s,-11d00m00s,2.1,1
NGC,7377,22h47m48s,-22d19m00s,2.2,2
NGC,7380,22h47m00s,+58d06m00s,25.0,3
NGC,7383,22h49m36s,+11d36m00s,1.0,1
NGC,7385,22h49m54s,+11d36m00s,1.6,1
NGC,7386,22h50m00s,+11d42m00s,2.1,1
NGC,7387,22h50m18s,+11d38m00s,0.7,1
NGC,7389,22h50m18s,+11d35m00s,1.3,1
NGC,7392,22h51m48s,-20d36m00s,2.0,2
NGC,7393,22h51m42s,-05d33m00s,2.0,1
NGC,740,01h56m54s,+33d01m00s,1.7,1
NGC,7400,22h54m18s,-45d21m00s,2.5,2
NGC,741,01h56m24s,+05d38m00s,3.2,2
NGC,7410,22h55m00s,-39d40m00s,5.5,2
NGC,7412,22h55m48s,-42d39m00s,4.0,2
NGC,7416,22h55m42s,-05d30m00s,3.4,1
NGC,7418,22h56m36s,-37d02m00s,3.3,2
NGC,7419,22h54m18s,+60d50m00s,2.0,1
NGC,742,01h56m30s,+05d38m00s,0.2,1
NGC,7421,22h56m54s,-37d21m00s,2.2,2
NGC,7423,22h55m18s,+57d08m00s,6.0,1
NGC,7424,22h57m18s,-41d04m00s,7.6,2
NGC,7428,22h57m18s,-01d02m00s,2.6,1
NGC,743,01h58m42s,+60d11m00s,5.0,2
NGC,7437,22h58m12s,+14d18m00s,1.9,1
NGC,744,01h58m24s,+55d29m00s,11.0,3
NGC,7440,22h58m30s,+35d48m00s,1.9,1
NGC,7442,22h59m24s,+15d33m00s,1.2,1
NGC,7443,23h00m06s,-12d48m00s,1.8,1
NGC,7444,23h00m06s,-12d50m00s,2.0,1
NGC,7448,23h00m06s,+15d59m00s,2.7,2
NGC,745,01h54m12s,-56d41m00s,1.5,2
NGC,7454,23h01m06s,+16d23m00s,2.0,1
NGC,7456,23h02m06s,-39d35m00s,5.9,2
NGC,7457,23h01m00s,+30d09m00s,4.4,2
NGC,746,01h57m54s,+44d56m00s,1.9,1
NGC,7460,23h01m48s,+02d16m00s,1.3,1
NGC,7462,23h02m48s,-40d50m00s,3.7,1
NGC,7463,23h01m54s,+15d59m00s,3.0,1
NGC,7464,23h01m54s,+15d58m00s,0.7,1
NGC,7465,23h02m00s,+15d58m00s,1.6,1
NGC,7468,23h03m00s,+16d36m00s,1.1,1
NGC,7469,23h03m18s,+08d52m00s,1.8,2
NGC,7470,23h05m12s,-50d07m00s,1.5,2
NGC,7479,23h04m54s,+12d19m00s,4.1,2
NGC,748,01h56m24s,-04d28m00s,2.9,2
NGC,7492,23h08m24s,-15d37m00s,6.2,2
NGC,7495,23h09m00s,+12d04m00s,2.1,1
NGC,7496,23h09m48s,-43d26m00s,3.5,2
NGC,7497,23h09m06s,+18d11m00s,5.0,1
NGC,7499,23h10m24s,+07d35m00s,1.4,1
NGC,750,01h57m30s,+33d13m00s,1.6,1
NGC,7501,23h10m30s,+07d35m00s,0.8,1
NGC,7503,23h10m42s,+07d34m00s,0.9,1
NGC,7507,23h12m06s,-28d32m00s,2.6,2
NGC,751,01h57m36s,+33d12m00s,1.3,1
NGC,7510,23h11m30s,+60d34m00s,4.0,3
NGC,7513,23h13m12s,-28d22m00s,3.2,2
NGC,7518,23h13m06s,+06d19m00s,1.5,1
NGC,752,01h57m48s,+37d41m00s,50.0,3
NGC,753,01h57m42s,+35d55m00s,2.9,1
NGC,7531,23h14m48s,-43d36m00s,3.5,2
NGC,7532,23h14m24s,-02d42m00s,1.8,1
NGC,7537,23h14m36s,+04d30m00s,2.3,1
NGC,7538,23h13m30s,+61d31m00s,10.0,2
NGC,754,01h54m24s,-56d46m00s,0.7,2
NGC,7541,23h14m42s,+04d32m00s,3.5,2
NGC,7547,23h15m00s,+18d58m00s,1.3,1
NGC,7549,23h15m18s,+19d02m00s,2.9,1
NGC,755,01h56m24s,-09d04m00s,4.0,2
NGC,7550,23h15m18s,+18d57m00s,1.7,1
NGC,7552,23h16m12s,-42d35m00s,3.5,2
NGC,7562,23h16m00s,+06d41m00s,2.3,2
NGC,7576,23h17m24s,-04d44m00s,1.5,1
NGC,7578,23h17m12s,+18d41m00s,1.6,1
NGC,7580,23h17m36s,+14d00m00s,0.9,1
NGC,7582,23h18m24s,-42d22m00s,4.6,2
NGC,7585,23h18m00s,-04d39m00s,2.3,2
NGC,7587,23h18m00s,+09d41m00s,1.4,1
NGC,759,01h57m48s,+36d20m00s,2.1,1
NGC,7590,23h18m54s,-42d14m00s,2.7,2
NGC,7592,23h18m24s,-04d25m00s,1.4,1
NGC,7597,23h18m30s,+18d41m00s,1.3,2
NGC,7599,23h19m18s,-42d15m00s,4.4,2
NGC,7600,23h18m54s,-07d35m00s,2.4,1
NGC,7601,23h18m48s,+09d14m00s,1.5,1
NGC,7602,23h18m48s,+18d42m00s,0.6,2
NGC,7603,23h19m00s,+00d15m00s,1.7,1
NGC,7606,23h19m06s,-08d29m00s,5.8,2
NGC,7609,23h19m30s,+09d29m00s,1.5,1
NGC,761,01h57m48s,+33d23m00s,1.6,1
NGC,7610,23h19m36s,+10d10m00s,3.0,1
NGC,7611,23h19m36s,+08d04m00s,1.5,1
NGC,7615,23h19m54s,+08d24m00s,1.2,1
NGC,7617,23h20m12s,+08d10m00s,1.0,1
NGC,7619,23h20m12s,+08d12m00s,2.9,2
NGC,7620,23h20m06s,+24d13m00s,1.3,1
NGC,7623,23h20m30s,+08d24m00s,1.9,1
NGC,7624,23h20m24s,+27d19m00s,1.1,1
NGC,7625,23h20m30s,+17d14m00s,1.8,1
NGC,7626,23h20m42s,+08d13m00s,2.5,2
NGC,7631,23h21m24s,+08d13m00s,1.9,1
NGC,7633,23h23m06s,-67d39m00s,2.1,2
NGC,7634,23h21m36s,+08d52m00s,1.5,1
NGC,7635,23h20m42s,+61d12m00s,15.0,2
NGC,7637,23h26m30s,-81d55m00s,2.5,2
NGC,7640,23h22m06s,+40d51m00s,10.7,2
NGC,7648,23h23m48s,+09d39m00s,1.9,1
NGC,7649,23h24m18s,+14d38m00s,1.6,1
NGC,7654,23h24m12s,+61d35m00s,13.0,3
NGC,7661,23h27m12s,-65d16m00s,1.9,2
NGC,7662,23h25m54s,+42d33m00s,2.2,2
NGC,7671,23h27m18s,+12d28m00s,1.7,1
NGC,7672,23h27m30s,+12d23m00s,1.0,1
NGC,7673,23h27m42s,+23d35m00s,1.7,1
NGC,7674,23h27m54s,+08d47m00s,1.2,1
NGC,7675,23h28m00s,+08d46m00s,0.7,1
NGC,7677,23h28m06s,+23d32m00s,1.9,1
NGC,7678,23h28m30s,+22d25m00s,2.3,1
NGC,7679,23h28m48s,+03d31m00s,1.9,1
NGC,7682,23h29m06s,+03d32m00s,1.2,1
NGC,7685,23h30m36s,+03d54m00s,2.1,1
NGC,7686,23h30m12s,+49d08m00s,15.0,3
NGC,7689,23h32m42s,-54d05m00s,2.8,2
NGC,7690,23h32m54s,-51d41m00s,2.8,1
NGC,770,01h59m12s,+18d57m00s,1.3,1
NGC,7702,23h35m24s,-56d00m00s,1.9,1
NGC,7713,23h36m30s,-37d56m00s,4.3,2
NGC,7714,23h36m12s,+02d09m00s,2.1,1
NGC,7715,23h36m24s,+02d09m00s,2.6,1
NGC,7716,23h36m30s,+00d18m00s,2.3,1
NGC,772,01h59m18s,+19d01m00s,7.1,2
NGC,7720,23h38m30s,+27d02m00s,1.9,1
NGC,7721,23h38m48s,-06d31m00s,3.4,2
NGC,7723,23h38m54s,-12d58m00s,3.6,2
NGC,7727,23h39m54s,-12d18m00s,4.2,2
NGC,7731,23h41m36s,+03d45m00s,1.7,1
NGC,7732,23h41m42s,+03d44m00s,2.0,1
NGC,7733,23h42m36s,-65d57m00s,1.4,2
NGC,7734,23h42m42s,-65d57m00s,1.6,2
NGC,7738,23h44m06s,+00d31m00s,2.2,1
NGC,7741,23h43m54s,+26d05m00s,4.0,2
NGC,7742,23h44m18s,+10d46m00s,2.0,2
NGC,7743,23h44m24s,+09d56m00s,3.1,2
NGC,7744,23h45m00s,-42d55m00s,2.3,1
NGC,7750,23h46m42s,+03d47m00s,1.8,1
NGC,7752,23h47m00s,+29d27m00s,0.7,1
NGC,7753,23h47m06s,+29d29m00s,3.4,1
NGC,7755,23h47m54s,-30d31m00s,3.7,2
NGC,7757,23h48m48s,+04d10m00s,2.6,1
NGC,7762,23h49m48s,+68d02m00s,11.0,2
NGC,7764,23h50m54s,-40d44m00s,1.5,1
NGC,7768,23h50m54s,+27d10m00s,1.7,1
NGC,7769,23h51m06s,+20d09m00s,1.8,1
NGC,777,02h00m12s,+31d26m00s,3.0,2
NGC,7770,23h51m24s,+20d06m00s,1.0,1
NGC,7771,23h51m24s,+20d07m00s,2.7,1
NGC,7779,23h53m24s,+07d52m00s,1.6,1
NGC,7780,23h53m36s,+08d07m00s,1.2,1
NGC,7782,23h53m54s,+07d58m00s,2.4,1
NGC,7783,23h54m12s,+00d23m00s,1.9,1
NGC,7785,23h55m18s,+05d55m00s,2.3,2
NGC,7788,23h56m42s,+61d24m00s,9.0,2
NGC,7789,23h57m00s,+56d44m00s,16.0,3
NGC,779,01h59m42s,-05d58m00s,4.1,2
NGC,7790,23h58m24s,+61d13m00s,17.0,3
NGC,7793,23h57m48s,-32d35m00s,9.1,2
NGC,7796,23h59m00s,-55d27m00s,2.3,2
NGC,7798,23h59m24s,+20d45m00s,1.5,1
NGC,7800,23h59m36s,+14d49m00s,2.6,1
NGC,7805,00h01m24s,+31d26m00s,1.4,1
NGC,7806,00h01m30s,+31d27m00s,1.3,1
NGC,7807,23h59m36s,-18d51m00s,1.0,2
NGC,7814,00h03m18s,+16d09m00s,6.3,2
NGC,7816,00h03m48s,+07d28m00s,1.9,1
NGC,7817,00h04m00s,+20d45m00s,3.7,2
NGC,7819,00h04m24s,+31d29m00s,2.0,1
NGC,782,01h57m48s,-57d46m00s,2.1,1
NGC,7822,00h03m36s,+68d37m00s,60.0,2
NGC,7823,00h04m48s,-62d04m00s,1.4,2
NGC,783,02h01m06s,+31d52m00s,1.8,1
NGC,7836,00h08m00s,+33d04m00s,1.2,2
NGC,784,02h01m18s,+28d50m00s,6.2,2
NGC,788,02h01m06s,-06d49m00s,1.8,1
NGC,795,01h59m48s,-55d49m00s,1.5,2
NGC,80,00h21m12s,+22d21m00s,2.5,1
NGC,802,01h59m06s,-67d52m00s,0.7,2
NGC,803,02h03m48s,+16d02m00s,3.3,1
NGC,808,02h04m00s,-23d19m00s,1.6,2
NGC,812,02h06m48s,+44d34m00s,3.2,1
NGC,813,02h01m36s,-68d26m00s,1.3,2
NGC,818,02h08m42s,+38d47m00s,3.2,1
NGC,82,00h21m24s,+22d26m00s,1.3,1
NGC,821,02h08m24s,+11d00m00s,3.5,2
NGC,828,02h10m12s,+39d12m00s,3.2,1
NGC,829,02h08m42s,-07d47m00s,1.4,2
NGC,83,00h21m24s,+22d26m00s,1.6,1
NGC,833,02h09m18s,-10d08m00s,1.9,1
NGC,835,02h09m24s,-10d08m00s,1.4,1
NGC,838,02h09m36s,-10d09m00s,1.7,1
NGC,839,02h09m42s,-10d11m00s,1.8,1
NGC,840,02h10m12s,+07d50m00s,2.5,1
NGC,841,02h11m18s,+37d30m00s,2.0,1
NGC,842,02h09m48s,-07d45m00s,2.0,2
NGC,848,02h10m18s,-10d19m00s,1.9,1
NGC,851,02h11m12s,+03d47m00s,1.5,1
NGC,858,02h12m30s,-22d27m00s,1.6,1
NGC,863,02h14m36s,-00d46m00s,1.4,1
NGC,864,02h15m30s,+06d00m00s,4.6,2
NGC,869,02h19m00s,+57d09m00s,30.0,3
NGC,871,02h17m12s,+14d33m00s,1.3,1
NGC,876,02h17m54s,+14d31m00s,2.1,2
NGC,877,02h18m00s,+14d33m00s,2.3,2
NGC,881,02h18m42s,-06d35m00s,2.9,2
NGC,884,02h22m24s,+57d07m00s,30.0,3
NGC,888,02h17m30s,-59d52m00s,1.3,2
NGC,890,02h22m00s,+33d16m00s,2.9,2
NGC,891,02h22m36s,+42d21m00s,13.5,2
NGC,895,02h21m36s,-05d31m00s,3.6,2
NGC,896,02h24m48s,+61d54m00s,27.0,2
NGC,898,02h23m18s,+41d57m00s,2.1,1
NGC,899,02h21m54s,-20d48m00s,1.9,1
NGC,9,00h08m54s,+23d49m00s,1.5,1
NGC,906,02h25m12s,+42d06m00s,2.0,1
NGC,907,02h23m00s,-20d43m00s,1.9,1
NGC,908,02h23m06s,-21d14m00s,5.5,2
NGC,91,00h21m48s,+22d25m00s,2.5,1
NGC,910,02h25m24s,+41d50m00s,2.3,1
NGC,918,02h25m54s,+18d30m00s,3.4,1
NGC,922,02h25m06s,-24d47m00s,1.9,1
NGC,925,02h27m18s,+33d35m00s,9.8,2
NGC,926,02h26m06s,-00d20m00s,2.5,1
NGC,927,02h26m36s,+12d09m00s,1.4,1
NGC,932,02h27m54s,+20d19m00s,1.9,1
NGC,936,02h27m36s,-01d09m00s,5.2,2
NGC,941,02h28m30s,-01d09m00s,2.8,1
NGC,945,02h28m36s,-10d32m00s,2.5,2
NGC,947,02h28m30s,-19d04m00s,2.6,2
NGC,948,02h28m48s,-10d31m00s,1.4,1
NGC,949,02h30m48s,+37d08m00s,2.8,2
NGC,95,00h22m12s,+10d30m00s,1.9,1
NGC,955,02h30m36s,-01d07m00s,3.0,2
NGC,956,02h32m24s,+44d39m00s,8.0,2
NGC,957,02h33m36s,+57d32m00s,11.0,3
NGC,958,02h30m42s,-02d57m00s,2.8,1
NGC,959,02h32m18s,+35d30m00s,2.2,1
NGC,972,02h34m12s,+29d19m00s,3.6,2
NGC,976,02h34m00s,+20d59m00s,1.7,1
NGC,98,00h22m48s,-45d16m00s,1.8,2
NGC,985,02h34m36s,-08d47m00s,1.3,1
NGC,986,02h33m36s,-39d02m00s,3.7,2
NGC,988,02h35m24s,-09d21m00s,4.7,2
NGC,99,00h24m00s,+15d47m00s,1.7,1
NGC,991,02h35m30s,-07d09m00s,2.7,2
NGC,993,02h36m42s,+02d03m00s,1.1,1
